,0,1,2
0,0.0,0.0,0.0
1,4128485.151086113,5109949.396098026,1652687.8295525042
2,4127298.223093449,5108634.496311454,-259449.40777396248
3,4129295.2049301947,5110938.80557492,-356746.0679119131
4,4129158.395754308,5110785.0731209405,969645.380401063
5,4129900.7163370526,5111764.3126559695,113779.98875072609
6,4131380.025955178,5113534.029200599,-226596.84122819835
7,4132927.3725598846,5116030.540305915,2198922.3267917032
8,4124908.1613215026,5107029.348125885,708353.3498089088
9,4124809.5824857354,5107006.677016881,4862126.151335846
10,4093315.3670094763,5068803.6938661905,8254063.400304026
11,4002569.3280921043,4957530.735930098,-3331095.489295823
12,3994764.598015682,4947027.7173208045,-575757.1167144519
13,3995755.732251259,4948683.269080826,222642.4661695307
14,3997897.3514557583,4952107.433642751,-3979654.891159013
15,3991396.643170662,4943911.648564004,-450617.12259264354
16,3991075.562270978,4943549.608149164,-866652.058173366
17,3990468.4124332624,4942766.914424463,-960195.8178268524
18,3990175.5010071397,4942262.502511258,804684.3157172833
19,4010343.4286012985,4966807.539205558,-360398.146478842
20,4009844.618013471,4966287.852625463,-1778195.6250121244
21,4008614.9951883755,4964838.511185791,429999.8795399849
22,4007417.975566595,4963580.521612089,-31808.983152548768
23,4007444.6296728877,4963662.585550238,72655.04475715313
24,4017787.1309466576,4976084.157163153,831337.2559624432
25,4015943.250908214,4974059.743749894,1266504.854044586
26,4018821.343944076,4977627.167657722,85632.87797503438
27,4023897.0046164924,4984847.60236756,-643248.6757317787
28,4023764.3696588757,4984633.83141286,161580.94875402094
29,4031571.733386441,4995412.093236588,2403624.089701024
30,4022546.1376586827,4985291.402941899,-456851.7618219784
31,4021940.8291096096,4984756.373180195,-88786.80654185214
32,4022217.3087500106,4985618.872560434,487230.07255782536
33,4020470.243316296,4983871.241660681,377177.47920414177
34,4019455.968227321,4982815.815503892,796275.0164304087
35,4021327.8468266916,4985147.576609488,-1986376.706767222
36,4019282.4830035544,4982157.391482308,-1084165.609056754
37,4024252.008407194,4987811.446881015,1026234.4865718356
38,4031154.7693953016,4996229.658066127,-1103223.2075986238
39,4030091.69388287,4994918.173900477,-1576033.3181572903
40,4028595.197378632,4993112.142725493,303352.1053497135
41,4028485.708828764,4993622.358587516,-1032213.4890434291
42,4027983.8485028837,4992873.1095409775,194337.96625448813
43,4026950.5510386503,4992038.426574169,1243394.5711741252
44,4022874.194817419,4987502.37533086,1109778.0176013475
45,4019360.9251061147,4983768.859614866,695323.9982170345
46,4018238.5579809356,4982582.813328835,1351152.6294676105
47,4014546.1913120234,4978386.375325681,-617745.3257586865
48,4019837.966349301,4984567.380400596,-108534.49885418928
49,4047627.4722439274,5018288.464355943,2208704.4591288567
50,4039177.98028039,5008764.826653989,31508.53798287388
51,4040140.3715905678,5009943.7466525175,-244885.7316477197
52,4039361.27181642,5009200.88834672,-1472801.075550849
53,4037653.944941371,5007022.658072004,-37089.26550841101
54,4048826.8915529973,5020447.979236542,315171.3137458107
55,4061111.676379231,5035293.971379499,-1449614.3074270436
56,4092595.2891663737,5073192.935548985,419339.14681147074
57,4161766.073010762,5157987.929966616,2544566.450469463
58,4153503.1300409324,5148993.518865365,1048565.8080278604
59,4150196.212226416,5145392.040449768,935370.581701781
60,4161081.2458636304,5160416.182840846,-12543.573152214994
61,4163083.3395570116,5163632.584525822,195445.79613804244
62,4164252.491543692,5165074.540735347,-1111272.7002399636
63,4193637.465181112,5200480.560048588,360788.3900896707
64,4192303.970607046,5199100.674118761,391645.4089868384
65,4198848.782423982,5208369.663862489,-594601.2203677817
66,4218224.76250917,5231650.510170867,-529413.2851275265
67,4218019.632982413,5231399.592026234,1887237.3126228736
68,4212314.6272044685,5224791.351230646,330374.6739050059
69,4231561.410424832,5250331.990719784,-1655729.6344379787
70,4244378.140066203,5265311.6647032965,-101125.4228177454
71,4247495.871387788,5269010.985885741,780396.2022817127
72,4246576.206302694,5268065.298702319,-862198.0330152272
73,4246118.563739791,5267755.155427681,1350768.3924777089
74,4246481.880176121,5269401.965851415,-764663.7245213436
75,4245668.05853821,5268528.754971407,-2070985.4229738945
76,4252405.041591256,5275982.342666768,-800438.2393010458
77,4257781.003098653,5282212.435360418,-1062702.8134629424
78,4269551.6470947685,5296098.725599962,-867062.6468881351
79,4277109.6319673285,5304935.606537528,-185063.9954953449
80,4289609.061111218,5321714.415027672,-1321186.3319912727
81,4288230.445177927,5320046.613152148,-390677.14023485663
82,4287466.670389939,5319369.037652744,-548299.2729444236
83,4298329.9259363245,5333963.474454553,304047.56888005376
84,4296902.784896887,5332666.943344453,972841.7063564524
85,4294549.1792899985,5330513.012379287,-174763.11132043827
86,4294776.993923002,5330820.742707954,876293.8902023203
87,4291966.939918576,5327899.91297307,-245345.32260640943
88,4295333.020431163,5331869.465653756,1877857.530488185
89,4293385.568761726,5329696.362511227,-1755286.4725735688
90,4298010.421611942,5336013.214192648,-662094.5779800459
91,4297386.413644791,5335510.470914355,-1260691.023336871
92,4296508.6718886485,5334263.656346276,433386.6605677559
93,4296352.904169989,5334198.647369803,343839.3237694117
94,4294930.040983227,5332936.424998798,578510.5506171801
95,4296110.376549673,5335329.118949172,507543.5960884437
96,4301234.527208196,5342840.427226358,1337446.236930217
97,4297234.327546506,5338348.559382083,-1428919.0615594063
98,4298630.257944211,5339659.014056506,2623403.6617687955
99,4287548.285381605,5326917.589693527,3775904.342004517
100,4267481.385725777,5302975.010182631,4162986.2267356273
101,4243162.853119901,5273886.658364138,3160745.668879165
102,4229381.241733309,5257490.651837139,4719698.993069743
103,4201707.642036171,5224897.16295145,1389839.71506342
104,4197269.20665616,5219887.277991428,-1197706.0845954986
105,4196334.018277904,5218638.252707456,-2825186.796738136
106,4190312.1292918883,5210691.216368837,-337572.28803768166
107,4189622.2384722834,5209985.0794503335,213127.70895767712
108,4188254.8789913454,5208699.056078641,-62180.44351112161
109,4193302.495292027,5214721.864646282,4394903.271506986
110,4171044.4237617357,5187812.000818519,2782744.9027550253
111,4159058.5373419533,5173663.304609037,216306.1730046812
112,4165205.246521674,5182393.973706933,-1131651.23177788
113,4164533.0640930464,5181441.027418123,-92046.72496452148
114,4164170.5538174445,5181496.550794108,209443.76681863813
115,4162858.3897441765,5180319.541733012,-468652.0371738656
116,4163856.781591968,5181460.778783463,-1835985.1900081015
117,4161399.3137008315,5178265.4243595535,-1960198.954831262
118,4158633.2966737994,5174741.180072846,-3091827.231326795
119,4152700.1537353727,5166604.434478605,-1685518.6943762596
120,4153224.141480756,5166778.4379919795,2797332.414016804
121,4140451.3593750116,5151791.8961383635,3953171.5473589343
122,4118103.1821934693,5125024.52241959,1681515.6681673646
123,4145633.393868646,5158767.624214669,-3931777.122846247
124,4141553.97861512,5152330.273344065,-1091518.7766012638
125,4140465.5146945054,5151076.681673292,1647317.5272709394
126,4142547.811216095,5153740.145478664,2192803.56784854
127,4134988.1110824132,5144907.145682135,-739964.9382681472
128,4142393.926767024,5153611.737377514,-568261.2984845185
129,4150824.512693439,5163599.8714379845,-1334496.4901545455
130,4154093.538117092,5167157.4249355495,-2645970.156299104
131,4150720.0482675107,5162971.90782273,1234924.1965271265
132,4157977.430312814,5173492.593874941,1574473.465096816
133,4154929.656711039,5170029.518473065,4749027.35171807
