,0,1,2
0,0.0,0.0,0.0
1,3305846.1432505725,3760052.041393499,1652687.8295525042
2,3304766.4780442063,3758913.152895113,-259449.40777396248
3,3306505.865647964,3760794.766698742,-356746.0679119131
4,3306383.2411443866,3760664.310373716,969645.380401063
5,3306926.982132577,3761317.6936500045,113779.98875072609
6,3308162.8798616794,3762687.9870430846,-226596.84122819835
7,3308914.6603038656,3763879.0255801794,2198922.3267917032
8,3301718.521155636,3756228.4414148983,708353.3498089088
9,3301556.318344416,3756101.3674811544,4862126.151335846
10,3275685.2256783284,3727125.5648243725,8254063.400304026
11,3202144.341590897,3644085.152112858,-3331095.489295823
12,3196601.2500946024,3637293.335996436,-575757.1167144519
13,3197035.4860265735,3638035.0536934994,222642.4661695307
14,3198102.1074961084,3639695.216567053,-3979654.891159013
15,3193022.170572598,3633830.825312787,-450617.12259264354
16,3192735.420923471,3633525.120257528,-866652.058173366
17,3192275.4076215536,3632983.868062542,-960195.8178268524
18,3192159.7706623664,3632770.352072935,804684.3157172833
19,3208658.9138809075,3651295.151121734,-360398.146478842
20,3208177.601032456,3650804.177199163,-1778195.6250121244
21,3207132.140905101,3649657.034823903,429999.8795399849
22,3205986.2247860837,3648482.902789824,-31808.983152548768
23,3205966.435744463,3648488.756528949,72655.04475715313
24,3214566.3117828188,3658050.7929470567,831337.2559624432
25,3212873.750345225,3656274.6835615174,1266504.854044586
26,3215174.0633269837,3658894.007805693,85632.87797503438
27,3218452.0275523374,3663164.539027687,-643248.6757317787
28,3218387.3987767897,3663062.361815083,161580.94875402094
29,3223704.6293439986,3669754.476332387,2403624.089701024
30,3215596.914743959,3661139.9695452116,-456851.7618219784
31,3214932.7002569395,3660508.2789528733,-88786.80654185214
32,3214717.9926739605,3660564.7718987116,487230.07255782536
33,3212971.4011998684,3658817.9187360127,377177.47920414177
34,3211991.617916141,3657819.091398658,796275.0164304087
35,3213478.0343954563,3659518.3341198275,-1986376.706767222
36,3212224.5963751073,3657827.6479662242,-1084165.609056754
37,3216620.365700685,3662540.206785455,1026234.4865718356
38,3222252.9138890654,3668874.0809990265,-1103223.2075986238
39,3221398.048353778,3667904.255926481,-1576033.3181572903
40,3220160.9961397704,3666523.956035497,303352.1053497135
41,3219532.0867091715,3666181.835859237,-1032213.4890434291
42,3219237.581478238,3665772.843099463,194337.96625448813
43,3218037.8102642647,3664664.9874867406,1243394.5711741252
44,3214346.7590185255,3660761.1967638005,1109778.0176013475
45,3211018.094050286,3657330.6054799757,695323.9982170345
46,3209949.101219655,3656232.14295588,1351152.6294676105
47,3206679.2346513695,3652729.0002654525,-617745.3257586865
48,3211225.679107715,3657686.9661093093,-108534.49885418928
49,3234043.4832663178,3683249.8093808168,2208704.4591288567
50,3226494.313641584,3675203.5423505143,31508.53798287388
51,3227275.215971131,3676084.6506813155,-244885.7316477197
52,3226465.739496337,3675291.9461763254,-1472801.075550849
53,3225153.1121811117,3673761.392326668,-37089.26550841101
54,3234438.174260114,3684088.817193677,315171.3137458107
55,3244576.218584493,3695412.147151776,-1449614.3074270436
56,3270682.6428261427,3724487.493034056,419339.14681147074
57,3326757.600562235,3787793.084623863,2544566.450469463
58,3319107.756053154,3779804.728405075,1048565.8080278604
59,3316047.7316347566,3776608.386068779,935370.581701781
60,3323463.4668885544,3785939.634412957,-12543.573152214994
61,3324447.757715973,3787485.8874868327,195445.79613804244
62,3325388.2519636117,3788552.6311497553,-1111272.7002399636
63,3349726.534327189,3815677.356802372,360788.3900896707
64,3348431.923837866,3814361.2771382765,391645.4089868384
65,3352693.3972262735,3819883.456342742,-594601.2203677817
66,3368796.415212331,3837793.5837360397,-529413.2851275265
67,3368629.6645703577,3837605.6428567125,1887237.3126228736
68,3363681.728000522,3832239.703619425,330374.6739050059
69,3377653.156868733,3849123.8281399445,-1655729.6344379787
70,3388656.9601639183,3861128.6073571234,-101125.4228177454
71,3391287.217276904,3864028.0149220442,780396.2022817127
72,3390389.3632697565,3863118.1183054973,-862198.0330152272
73,3389808.090458709,3862605.105797402,1350768.3924777089
74,3389095.6140419375,3862486.6097953757,-764663.7245213436
75,3388331.570994986,3861695.082360497,-2070985.4229738945
76,3394467.9137955112,3868163.0582865584,-800438.2393010458
77,3399127.963709396,3873218.3864029413,-1062702.8134629424
78,3409125.325453541,3884194.8352682246,-867062.6468881351
79,3415611.371337607,3891272.733722356,-185063.9954953449
80,3424523.930763677,3902165.721217343,-1321186.3319912727
