,0,1,2
0,0.0,0.0,0.0
1,5630532.9500840595,7298708.396289005,1652687.8295525042
2,5629150.172112806,7297108.107180195,-259449.40777396248
3,5631617.492514836,7300097.785956264,-356746.0679119131
4,5631454.783696919,7299906.312975896,969645.380401063
5,5632559.6886454495,7301413.904401237,113779.98875072609
6,5634483.441438134,7303831.256127011,-226596.84122819835
7,5637483.403822043,7308444.494717746,2198922.3267917032
8,5627961.354024277,7297253.391254676,708353.3498089088
9,5627978.94552736,7297400.001625854,4862126.151335846
10,5586217.530027685,7244235.825846667,8254063.400304026
11,5464056.782231229,7087185.878094842,-3331095.489295823
12,5452122.550369633,7070665.418359751,-575757.1167144519
13,5454130.519283885,7073802.684653851,222642.4661695307
14,5458234.965398306,7080087.047851116,-3979654.891159013
15,5449140.08582274,7068111.079635825,-450617.12259264354
16,5448756.319858468,7067657.695590386,-866652.058173366
17,5447880.514987811,7066483.522232556,-960195.8178268524
18,5447263.920001413,7065507.444034001,804684.3157172833
19,5474130.641895266,7099813.85205328,-360398.146478842
20,5473599.882371554,7099247.610016689,-1778195.6250121244
21,5472033.99883895,7097308.275082495,429999.8795399849
22,5470743.669875994,7095914.316693129,-31808.983152548768
23,5470855.124031199,7096119.949848182,72655.04475715313
24,5484379.466154237,7113178.046877036,831337.2559624432
25,5482259.295094836,7110751.026796266,1266504.854044586
26,5486192.350575106,7115855.724382472,85632.87797503438
27,5494550.406035342,7127859.210030378,-643248.6757317787
28,5494293.599314507,7127464.498053366,161580.94875402094
29,5506647.670646622,7144868.146364348,2403624.089701024
30,5495946.1255479995,7132305.290599434,-456851.7618219784
31,5495448.372723365,7131926.98924547,-88786.80654185214
32,5496621.70588122,7134096.368612814,487230.07255782536
33,5494873.775049684,7132347.476669786,377177.47920414177
34,5493796.521741022,7131200.279701678,796275.0164304087
35,5496372.211518216,7134557.622716798,-1986376.706767222
36,5492880.87880992,7129460.395847339,-1084165.609056754
37,5498898.01932299,7136641.018510439,1026234.4865718356
38,5508120.048327706,7148438.828366508,-1103223.2075986238
39,5506676.804436534,7146573.3691801485,-1576033.3181572903
40,5504706.591367204,7144077.046127582,303352.1053497135
41,5505545.507868911,7145969.262012407,-1032213.4890434291
42,5504665.040084583,7144668.312492175,194337.96625448813
43,5503935.705266184,7144276.558823112,1243394.5711741252
44,5499155.824795718,7138715.343777831,1109778.0176013475
45,5495305.487251058,7134490.658436993,695323.9982170345
46,5494085.664570177,7133162.6015406465,1351152.6294676105
47,5489621.859469366,7127842.036321276,-617745.3257586865
48,5496274.525672701,7136006.109305198,-108534.49885418928
49,5533141.808792498,7182955.178825701,2208704.4591288567
50,5523048.427863683,7171036.0935418075,31508.53798287388
51,5524342.197969787,7172697.893194727,-244885.7316477197
52,5523618.562689678,7172035.856824556,-1472801.075550849
53,5521190.558093963,7168807.4669953985,-37089.26550841101
54,5535810.572957861,7187255.798523831,315171.3137458107
55,5552015.0683924155,7207813.527588762,-1449614.3074270436
56,5593316.832449584,7260019.338032944,419339.14681147074
57,5686399.145646052,7379657.814204358,2544566.450469463
58,5677016.7527294485,7369032.1593118645,1048565.8080278604
59,5673259.0348936645,7364773.782624125,935370.581701781
60,5690478.623482983,7389028.532837982,-12543.573152214994
61,5694339.1125844,7394952.957315552,195445.79613804244
62,5695925.768300395,7397003.292995931,-1111272.7002399636
63,5734525.441761061,7445836.819200527,360788.3900896707
64,5733120.949150981,7444353.4761167895,391645.4089868384
65,5743834.88427507,7459697.642807299,-594601.2203677817
66,5769186.9309828915,7491686.713723946,-529413.2851275265
67,5768911.725859343,7491333.682588453,1887237.3126228736
68,5761824.395481061,7482711.14144091,330374.6739050059
69,5790703.392002897,7522287.681498209,-1655729.6344379787
70,5806830.324542621,7542090.9279346485,-101125.4228177454
71,5810838.129827537,7547087.250051002,780396.2022817127
72,5809878.640127621,7546083.531103093,-862198.0330152272
73,5809646.7327174945,7546102.325328066,1350768.3924777089
74,5811974.327861484,7550611.449922587,-764663.7245213436
75,5811069.616024741,7549605.795360791,-2070985.4229738945
76,5818903.301714903,7558657.479847161,-800438.2393010458
77,5825586.43857269,7566792.366659149,-1062702.8134629424
78,5840594.899737948,7585396.750074329,-867062.6468881351
79,5850110.126587842,7597085.691376618,-185063.9954953449
80,5869158.78293057,7623407.924506989,-1321186.3319912727
81,5867337.592435608,7621095.210361857,-390677.14023485663
82,5866705.738349113,7620609.867508372,-548299.2729444236
83,5883279.250403419,7643525.194852715,304047.56888005376
84,5882051.996785135,7642519.936358816,972841.7063564524
85,5880003.976285028,7640811.298914428,-174763.11132043827
86,5880354.095113408,7641297.248876696,876293.8902023203
87,5877374.508247276,7638129.3786833575,-245345.32260640943
88,5881664.151738808,7643444.731932944,1877857.530488185
89,5879371.359625009,7640768.404454793,-1755286.4725735688
90,5886585.673205185,7650858.575122547,-662094.5779800459
91,5886147.250561107,7650626.263681677,-1260691.023336871
92,5884704.674163606,7648556.381495033,433386.6605677559
93,5884687.805003536,7648693.773181462,343839.3237694117
94,5883510.788962979,7647789.795171444,578510.5506171801
95,5886546.536228252,7652886.164103118,507543.5960884437
96,5895324.029191599,7665721.061853154,1337446.236930217
97,5890571.373069835,7660132.727005404,-1428919.0615594063
98,5891836.490121384,7661252.562653634,2623403.6617687955
99,5878214.867299524,7644810.402291451,3775904.342004517
100,5852216.568282474,7612224.686560616,4162986.2267356273
101,5820598.231851504,7572499.182360909,3160745.668879165
102,5802815.510402763,7550272.824985474,4719698.993069743
103,5767612.437508271,7506707.513339948,1389839.71506342
104,5762299.447004876,7500423.24124075,-1197706.0845954986
105,5760883.957855735,7498474.329684334,-2825186.796738136
106,5751915.7940987125,7486234.030890034,-337572.28803768166
107,5751201.040002408,7485491.663619416,213127.70895767712
108,5749958.158539383,7484387.027539267,-62180.44351112161
109,5756498.223908517,7492584.607997045,4394903.271506986
110,5727120.9787381,7455300.803080896,2782744.9027550253
111,5711825.095341068,7436328.834483282,216306.1730046812
112,5721926.336056216,7450821.980977356,-1131651.23177788
113,5720824.468348303,7449242.904466251,-92046.72496452148
114,5721101.723127278,7450230.682809188,209443.76681863813
115,5719996.402339017,7449355.082333084,-468652.0371738656
116,5721213.406656231,7450814.877827761,-1835985.1900081015
117,5717626.665999332,7445973.965964614,-1960198.954831262
118,5713700.246448903,7440758.802475053,-3091827.231326795
119,5704394.676510866,7427707.812505361,-1685518.6943762596
120,5704383.043067757,7427101.317756438,2797332.414016804
121,5688222.289394328,7407177.880242039,3953171.5473589343
122,5659110.90665963,7370555.276194055,1681515.6681673646
123,5696149.419811345,7418153.716312708,-3931777.122846247
124,5688461.3840484,7406457.94382361,-1091518.7766012638
125,5687120.2061089715,7404836.101499616,1647317.5272709394
126,5690091.929875509,7408795.623851655,2192803.56784854
127,5680583.552583423,7397123.044201695,-739964.9382681472
128,5689977.034816542,7408724.030439463,-568261.2984845185
129,5700791.316082325,7422185.645591039,-1334496.4901545455
130,5704501.909255971,7426386.644249029,-2645970.156299104
131,5699885.680539771,7420390.228787292,1234924.1965271265
132,5712137.272640048,7438188.394433669,1574473.465096816
133,5708453.914850738,7433799.156354561,4749027.35171807
134,5670505.2979347315,7385595.442846886,-255793.13897310648
135,5670020.898967968,7385111.31426976,-5260123.514339559
136,5644416.124238893,7351184.881066187,981851.3035468
137,5642040.983907498,7348468.927319624,-439325.138051795
138,5643411.322212042,7350874.7022815,264182.5114990088
139,5644097.824988888,7351855.943030486,1112823.695854832
140,5662014.70983084,7374792.462549694,3032853.0596048958
141,5644233.922960627,7353102.569037148,-2040408.498957308
142,5648888.570111734,7358181.375282447,-3237435.241794718
143,5665622.977372328,7378072.852543616,-1195782.936736025
144,5676781.942658915,7391750.944429237,-1664881.1144729974
145,5675706.116004555,7389840.987078387,-504646.94776598143
146,5678220.8529166505,7393815.567684996,-199889.17369081665
147,5689425.896917633,7407893.611451134,468595.0946427731
148,5705964.068446485,7428936.062692601,-1157790.201253795
149,5705845.354828933,7428494.070782653,1017266.1391374976
150,5703424.442841712,7426303.648854263,-457184.575383036
151,5737232.817404899,7469215.908140369,1573037.9505602345
152,5731129.90374919,7462257.89658314,-1459203.9773894085
153,5769868.670961735,7514435.227377928,-2650278.6095731785
154,5762010.948991215,7503621.340783536,1157989.7399460375
155,5758787.405838054,7499876.386202367,-22099.89415476859
156,5759798.7312947605,7501933.311154059,-3297856.84650188
157,5749137.147821321,7487031.017138125,-684916.4818434542
158,5766217.439530553,7510599.89644411,3098896.597000824
159,5747475.529019848,7487374.749394216,3075076.8039233987
160,5739442.538411795,7477383.8163202945,556101.9871669004
161,5749275.38762345,7489908.067652859,-2049513.4878584016
162,5744658.506499396,7483711.933504351,192703.33006066812
163,5748000.864083664,7487957.5056947535,-303866.8514728868
164,5751372.066237775,7492117.900264926,844876.642145753
165,5803487.603988512,7558953.433695487,1401025.6140319044
166,5797998.266427125,7552548.314581872,-1383179.162793585
167,5809664.98040671,7566785.757971904,-331295.025697048
168,5865087.191368016,7641385.610377581,979600.941599802
169,5861584.783200816,7637460.362286029,181990.83074502647
170,5862278.5115616415,7639153.277829452,995793.3833016452
171,5862886.110918835,7641151.70661073,2048116.855308096
172,5859167.69340132,7636683.20538982,3044349.8794520926
173,5849446.952418666,7626053.985964719,844758.9119943792
174,5849816.297660849,7626695.022911576,1507650.7347460932
175,5854525.52056987,7632842.7146731075,-465172.135892908
176,5855244.699606462,7634334.023449743,-3614574.2772173737
177,5841533.515597411,7615989.265903156,-2130856.778982069
178,5838354.492988139,7611906.78456975,-3475471.714268721
179,5829583.304283013,7600339.4603420645,-658849.235283437
180,5837782.551692182,7611999.714663157,-1207783.902938367
181,5836101.876681809,7609751.533349469,-1411287.2456475594
182,5833854.480172705,7606772.075066137,649799.9980966558
183,5831481.5169285275,7604208.146603425,-817043.0803480181
184,5835806.45759686,7609388.489594878,1111095.4784211195
185,5831832.181564367,7604820.097544791,260112.9879011369
186,5836659.799413947,7610937.750542296,651691.1248014693
187,5838742.694720174,7614786.281368439,-211408.5145606585
188,5839536.534813936,7616456.02481073,1790919.7177295375
189,5835190.129385587,7611224.418918211,438948.9117579746
190,5834248.433114467,7610257.380707172,847929.570156758
191,5831708.4773273375,7607750.333207462,-2204922.311745131
192,5826618.088898646,7600688.255205212,-701991.8414245379
193,5826722.436649543,7601239.627433388,-782691.6999561347
194,5827959.209420847,7602603.878174229,-1544933.552853542
195,5831060.5479174135,7605934.145365283,-775989.4028943991
196,5830094.870177714,7604819.830576135,-1243921.3561512115
197,5828356.658047799,7602577.768122656,-2405274.2319895634
198,5826772.736355631,7599568.3722416395,744376.1539652094
199,5842188.199988145,7619196.064370379,80968.92302484826
200,5841293.958191112,7618506.337517114,-1377670.8855978756
201,5854352.800528808,7634490.627561918,331437.8362800582
202,5853029.715826905,7633106.481222509,1033134.2933535666
203,5849445.27810736,7629132.3630081555,-922128.62044739
