Date,Last,Settlement Price,Change,% Change,Bid,Ask,Open Interest,CVol
3/18/2015,46470.00,46493.00,198,0.43,"46,485.00","46,500.00","145,021.00",62831
3/19/2015,46991.00,46959.00,466,1,"46,953.00","46,964.00","150,428.00",72767
3/20/2015,47005.00,46909.00,-50,-0.11,"46,908.00","46,909.00","152,266.00",30507
3/23/2015,46930.00,46910.00,1,0,"46,909.00","46,910.00","155,273.00",32333
3/24/2015,47164.00,47173.00,263,0.56,"47,165.00","47,180.00","155,973.00",25717
3/25/2015,46641.00,46605.00,-568,-1.2,"46,600.00","46,610.00","158,126.00",45369
3/26/2015,45820.00,45915.00,-690,-1.48,"45,911.00","45,919.00","159,921.00",49718
3/27/2015,46060.00,46030.00,115,0.25,"46,023.00","46,037.00","160,451.00",36499
3/30/2015,46601.00,46644.00,614,1.33,"46,642.00","46,645.00","163,237.00",29002
3/31/2015,46360.00,46391.00,-253,-0.54,"46,381.00","46,400.00","164,191.00",28221
4/1/2015,46400.00,46465.00,74,0.16,"46,462.00","46,467.00","166,193.00",23015
4/2/2015,46270.00,46410.00,-55,-0.12,"46,400.00","46,419.00","166,552.00",19408
4/7/2015,46755.00,46795.00,385,0.83,"46,790.00","46,800.00","167,501.00",26692
4/8/2015,46971.00,46996.00,201,0.43,"46,993.00","46,999.00","168,192.00",25940
4/9/2015,47279.00,47151.00,155,0.33,"47,150.00","47,151.00","168,712.00",32190
4/10/2015,47525.00,47465.00,314,0.67,"47,460.00","47,469.00","169,501.00",24936
4/13/2015,47782.00,47678.00,213,0.45,"47,675.00","47,680.00","172,216.00",26802
4/14/2015,47610.00,47444.00,-234,-0.49,"47,438.00","47,449.00","171,611.00",32875
4/15/2015,47870.00,47835.00,391,0.82,"47,832.00","47,838.00","174,558.00",17893
4/16/2015,48265.00,48363.00,528,1.1,"48,360.00","48,366.00","176,995.00",35075
4/17/2015,47841.00,47865.00,-498,-1.03,"47,861.00","47,869.00","175,176.00",36383
4/20/2015,47940.00,47979.00,114,0.24,"47,976.00","47,982.00","176,863.00",26005
4/21/2015,48209.00,48241.00,262,0.55,"48,232.00","48,250.00","178,864.00",26195
4/22/2015,48397.00,48420.00,179,0.37,"48,415.00","48,425.00","179,231.00",29096
4/23/2015,48844.00,48803.00,383,0.79,"48,800.00","48,805.00","179,379.00",25465
4/24/2015,49090.00,49333.00,530,1.09,"49,331.00","49,334.00","180,238.00",33672
4/28/2015,49180.00,49104.00,-229,-0.46,"49,100.00","49,108.00","181,619.00",38837
4/29/2015,48744.00,48710.00,-394,-0.8,"48,701.00","48,719.00","179,931.00",35359
4/30/2015,48675.00,48544.00,-166,-0.34,"48,539.00","48,548.00","179,469.00",44603
5/4/2015,48790.00,48783.00,239,0.49,"48,781.00","48,785.00","178,310.00",36896
5/5/2015,48587.00,48667.00,-116,-0.24,"48,663.00","48,670.00","179,037.00",27123
5/6/2015,48100.00,48015.00,-652,-1.34,"48,006.00","48,024.00","177,824.00",31273
5/7/2015,47669.00,47495.00,-520,-1.08,"47,490.00","47,500.00","177,166.00",41399
5/8/2015,48147.00,48051.00,556,1.17,"48,047.00","48,055.00","175,813.00",35021
5/11/2015,48371.00,48368.00,317,0.66,"48,365.00","48,370.00","176,759.00",30582
5/12/2015,48234.00,48153.00,-215,-0.44,"48,150.00","48,155.00","175,977.00",28507
5/13/2015,48273.00,48257.00,104,0.22,"48,255.00","48,259.00","174,226.00",21608
5/14/2015,48073.00,48065.00,-192,-0.4,"48,060.00","48,070.00","174,116.00",20383
5/15/2015,48200.00,48167.00,102,0.21,"48,160.00","48,173.00","175,179.00",26997
5/18/2015,48493.00,48478.00,311,0.65,"48,474.00","48,481.00","176,137.00",26800
5/19/2015,48353.00,48324.00,-154,-0.32,"48,321.00","48,327.00","175,643.00",20815
5/20/2015,48175.00,48181.00,-143,-0.3,"48,176.00","48,185.00","175,787.00",21487
5/21/2015,48181.00,48096.00,-85,-0.18,"48,092.00","48,099.00","174,800.00",20156
5/22/2015,47980.00,48074.00,-22,-0.05,"48,069.00","48,079.00","173,574.00",21777
5/25/2015,48000.00,47993.00,-81,-0.17,"47,986.00","48,000.00","173,913.00",10176
5/26/2015,47042.00,47100.00,-893,-1.86,"47,099.00","47,100.00","172,012.00",38121
5/27/2015,46980.00,47009.00,-91,-0.19,"47,003.00","47,014.00","169,716.00",44522
5/28/2015,46992.00,46914.00,-95,-0.2,"46,911.00","46,916.00","166,473.00",41488
5/29/2015,46394.00,46464.00,-450,-0.96,"46,459.00","46,469.00","173,999.00",46947
6/1/2015,46196.00,46262.00,-202,-0.43,"46,260.00","46,264.00","171,763.00",43671
6/2/2015,46365.00,46463.00,201,0.43,"46,460.00","46,465.00","182,066.00",58062
6/3/2015,46042.00,46149.00,-314,-0.68,"46,147.00","46,150.00","191,080.00",49554
6/4/2015,45532.00,45603.00,-546,-1.18,"45,601.00","45,605.00","196,494.00",44652
6/5/2015,46130.00,46070.00,467,1.02,"46,067.00","46,073.00","201,986.00",41213
6/8/2015,45950.00,45978.00,-92,-0.2,"45,975.00","45,981.00","206,631.00",49822
6/9/2015,45440.00,45403.00,-575,-1.25,"45,398.00","45,408.00","201,626.00",40713
6/10/2015,46270.00,46196.00,793,1.75,"46,193.00","46,199.00","188,501.00",78414
6/11/2015,46141.00,46152.00,-44,-0.1,"46,151.00","46,152.00","168,938.00",85151
6/12/2015,46275.00,46172.00,20,0.04,"46,164.00","46,179.00","123,084.00",117415
6/15/2015,45709.00,45660.00,-512,-1.11,"45,650.00","45,670.00","80,419.00",160850
6/17/2015,45828.00,45938.00,278,0.61,"45,936.00","45,940.00","50,415.00",133185
6/18/2015,46298.00,46382.00,444,0.97,"46,380.00","46,383.00","213,553.00",58131
6/19/2015,46280.00,46298.00,-84,-0.18,"46,296.00","46,300.00","215,571.00",27395
6/22/2015,46760.00,46721.00,423,0.91,"46,718.00","46,723.00","216,324.00",26675
6/23/2015,47176.00,47213.00,492,1.05,"47,210.00","47,215.00","215,182.00",20563
6/24/2015,47410.00,47410.00,197,0.42,"47,405.00","47,414.00","213,544.00",30302
6/25/2015,47550.00,47482.00,72,0.15,"47,480.00","47,483.00","208,756.00",45444
6/26/2015,47260.00,47214.00,-268,-0.56,"47,213.00","47,215.00","206,314.00",35497
6/29/2015,46480.00,46516.00,-698,-1.48,"46,512.00","46,520.00","207,279.00",30495
6/30/2015,46165.00,46240.00,-276,-0.59,"46,235.00","46,244.00","208,218.00",42956
7/1/2015,46436.00,46457.00,217,0.47,"46,451.00","46,463.00","207,450.00",41406
7/2/2015,46730.00,46736.00,279,0.6,"46,732.00","46,740.00","206,568.00",27209
7/3/2015,46469.00,46425.00,-311,-0.67,"46,421.00","46,429.00","207,051.00",15715
7/6/2015,45725.00,45769.00,-656,-1.41,"45,760.00","45,777.00","211,769.00",31395
7/7/2015,44400.00,44351.00,"-1,418.00",-3.1,"44,350.00","44,351.00","218,225.00",52937
7/8/2015,44656.00,44712.00,361,0.81,"44,706.00","44,718.00","217,030.00",40622
7/9/2015,46090.00,45958.00,"1,246.00",2.79,"45,956.00","45,959.00","209,199.00",47879
7/10/2015,46311.00,46230.00,272,0.59,"46,216.00","46,243.00","207,252.00",39879
7/13/2015,47020.00,46982.00,752,1.63,"46,980.00","46,984.00","203,829.00",45276
7/14/2015,46750.00,46615.00,-367,-0.78,"46,611.00","46,618.00","204,472.00",24293
7/15/2015,46960.00,46965.00,350,0.75,"46,960.00","46,969.00","201,180.00",36294
7/16/2015,47260.00,47273.00,308,0.66,"47,265.00","47,280.00","198,151.00",29188
7/17/2015,47150.00,47081.00,-192,-0.41,"47,080.00","47,081.00","194,779.00",19775
7/20/2015,47475.00,47382.00,301,0.64,"47,375.00","47,389.00","191,822.00",26358
7/21/2015,47250.00,47277.00,-105,-0.22,"47,274.00","47,279.00","189,143.00",29393
7/22/2015,46295.00,46315.00,-962,-2.03,"46,306.00","46,324.00","190,707.00",41645
7/23/2015,46500.00,46668.00,353,0.76,"46,650.00","46,686.00","187,693.00",33689
7/24/2015,45786.00,45808.00,-860,-1.84,"45,805.00","45,810.00","190,425.00",36390
7/27/2015,45761.00,45779.00,-29,-0.06,"45,776.00","45,781.00","180,454.00",37096
7/28/2015,45202.00,45249.00,-530,-1.16,"45,248.00","45,250.00","180,182.00",40459
7/29/2015,46077.00,46081.00,832,1.84,"46,078.00","46,084.00","178,205.00",35595
7/30/2015,46330.00,46245.00,164,0.36,"46,240.00","46,250.00","179,359.00",33259
7/31/2015,46580.00,46529.00,284,0.61,"46,527.00","46,530.00","181,836.00",33976
8/3/2015,46580.00,46529.00,,,"46,527.00","46,530.00","181,836.00",33976
8/4/2015,47000.00,46968.00,439,0.94,"46,966.00","46,970.00","178,653.00",39508
8/5/2015,47265.00,47301.00,333,0.71,"47,299.00","47,302.00","179,389.00",35338
8/6/2015,46810.00,46933.00,-368,-0.78,"46,931.00","46,935.00","180,909.00",26160
8/7/2015,46360.00,46375.00,-558,-1.19,"46,370.00","46,380.00","182,159.00",24684
8/11/2015,46490.00,46620.00,245,0.53,"46,615.00","46,625.00","179,617.00",28729
8/12/2015,44991.00,44934.00,"-1,686.00",-3.62,"44,932.00","44,935.00","184,616.00",50778
8/13/2015,45800.00,45855.00,921,2.05,"45,850.00","45,859.00","185,509.00",38778
8/14/2015,45221.00,45272.00,-583,-1.27,"45,265.00","45,279.00","186,384.00",31719
8/17/2015,45250.00,45238.00,-34,-0.08,"45,230.00","45,245.00","187,790.00",28910
8/18/2015,45288.00,45406.00,168,0.37,"45,402.00","45,410.00","188,750.00",24644
8/19/2015,44579.00,44585.00,-821,-1.81,"44,580.00","44,590.00","191,657.00",35871
8/20/2015,44020.00,44098.00,-487,-1.09,"44,090.00","44,105.00","193,122.00",53999
8/21/2015,43125.00,43289.00,-809,-1.83,"43,287.00","43,290.00","198,908.00",45385
8/24/2015,42080.00,42085.00,"-1,204.00",-2.78,"42,076.00","42,094.00","199,492.00",72181
8/25/2015,43517.00,43426.00,"1,341.00",3.19,"43,422.00","43,430.00","199,118.00",56287
8/26/2015,42680.00,42784.00,-642,-1.48,"42,780.00","42,787.00","199,785.00",50531
8/27/2015,43539.00,43508.00,724,1.69,"43,500.00","43,515.00","198,869.00",36381
8/28/2015,44420.00,44292.00,784,1.8,"44,290.00","44,294.00","198,477.00",44705
8/31/2015,44320.00,44205.00,-87,-0.2,"44,190.00","44,220.00","198,764.00",32306
9/1/2015,43070.00,42869.00,"-1,336.00",-3.02,"42,861.00","42,876.00","202,232.00",54406
9/2/2015,43689.00,43562.00,693,1.62,"43,559.00","43,565.00","199,292.00",44922
9/3/2015,44600.00,44689.00,"1,127.00",2.59,"44,680.00","44,697.00","199,221.00",37089
9/4/2015,43460.00,43369.00,"-1,320.00",-2.95,"43,368.00","43,370.00","204,411.00",43238
9/7/2015,43460.00,43369.00,,,"43,368.00","43,370.00","204,411.00",43238
9/8/2015,44046.00,44156.00,787,1.81,"44,150.00","44,162.00","199,207.00",34122
9/9/2015,44230.00,44268.00,112,0.25,"44,259.00","44,277.00","197,129.00",30329
9/10/2015,43949.00,44055.00,-213,-0.48,"44,050.00","44,060.00","181,334.00",51899
9/11/2015,43443.00,43450.00,-605,-1.37,"43,445.00","43,455.00","171,187.00",53699
9/14/2015,43740.00,43820.00,370,0.85,"43,813.00","43,827.00","133,595.00",115220
9/15/2015,43951.00,43952.00,132,0.3,"43,945.00","43,959.00","61,673.00",211458
9/16/2015,45739.00,45593.00,"1,641.00",3.73,"45,590.00","45,595.00","32,388.00",116675
9/17/2015,46341.00,46340.00,747,1.64,"46,340.00","46,340.00",,63206
9/18/2015,46055.00,46067.00,-273,-0.59,"46,060.00","46,073.00","177,308.00",45171
