Date,Last,Settlement Price,Change,% Change,Bid,Ask,Open Interest,CVol
5/30/2012,29170.00,29112.00,-510,-1.72,"29,110.00","29,114.00","159,550.00",58174
5/31/2012,29310.00,29266.00,154,0.53,"29,258.00","29,274.00","161,393.00",40084
6/1/2012,29300.00,29193.00,-73,-0.25,"29,189.00","29,197.00","163,955.00",38672
6/4/2012,29130.00,29181.00,-12,-0.04,"29,177.00","29,185.00","163,007.00",35886
6/5/2012,29203.00,29192.00,11,0.04,"29,190.00","29,194.00","162,982.00",26321
6/6/2012,29760.00,29710.00,518,1.77,"29,705.00","29,714.00","161,555.00",42333
6/7/2012,30005.00,30008.00,298,1,"30,005.00","30,010.00","156,611.00",49085
6/8/2012,29775.00,29727.00,-281,-0.94,"29,726.00","29,727.00","155,746.00",39605
6/11/2012,29630.00,29671.00,-56,-0.19,"29,667.00","29,674.00","153,023.00",33311
6/12/2012,29990.00,29908.00,237,0.8,"29,905.00","29,910.00","149,085.00",36546
6/13/2012,30050.00,30027.00,119,0.4,"30,025.00","30,029.00","138,368.00",53706
6/14/2012,29890.00,29846.00,-181,-0.6,"29,843.00","29,849.00","130,497.00",48052
6/15/2012,30015.00,29966.00,120,0.4,"29,965.00","29,966.00","119,285.00",39901
6/18/2012,30520.00,30505.00,539,1.8,"30,501.00","30,508.00","96,381.00",116907
6/19/2012,30635.00,30697.00,192,0.63,"30,695.00","30,699.00","70,170.00",119199
6/20/2012,30784.00,30749.00,52,0.17,"30,747.00","30,750.00","32,635.00",96537
6/21/2012,30435.00,30445.00,-304,-0.99,"30,441.00","30,449.00","158,653.00",51868
6/22/2012,30040.00,30034.00,-411,-1.35,"30,033.00","30,034.00","159,283.00",47047
6/25/2012,29785.00,29806.00,-228,-0.76,"29,802.00","29,810.00","159,557.00",39957
6/26/2012,29736.00,29782.00,-24,-0.08,"29,775.00","29,789.00","160,714.00",37990
6/27/2012,29670.00,29667.00,-115,-0.39,"29,666.00","29,668.00","160,708.00",33572
6/28/2012,29140.00,29143.00,-524,-1.77,"29,140.00","29,145.00","163,191.00",43896
6/29/2012,29549.00,29546.00,403,1.38,"29,545.00","29,546.00","162,792.00",47416
7/2/2012,29450.00,29445.00,-101,-0.34,"29,444.00","29,445.00","166,047.00",31153
7/3/2012,29911.00,29844.00,399,1.36,"29,840.00","29,847.00","164,887.00",26863
7/4/2012,29835.00,29877.00,33,0.11,"29,873.00","29,880.00","164,864.00",21183
7/5/2012,30120.00,30095.00,218,0.73,"30,093.00","30,097.00","165,413.00",31589
7/6/2012,29954.00,29988.00,-107,-0.36,"29,985.00","29,991.00","164,306.00",25643
7/9/2012,29740.00,29721.00,-267,-0.89,"29,720.00","29,722.00","162,358.00",33525
7/10/2012,29770.00,29730.00,9,0.03,"29,727.00","29,733.00","162,680.00",30291
7/11/2012,29535.00,29514.00,-216,-0.73,"29,510.00","29,518.00","163,549.00",36361
7/12/2012,29210.00,29179.00,-335,-1.14,"29,178.00","29,180.00","165,031.00",33869
7/13/2012,29603.00,29541.00,362,1.24,"29,536.00","29,545.00","164,778.00",31730
7/16/2012,29530.00,29447.00,-94,-0.32,"29,446.00","29,448.00","163,682.00",21820
7/17/2012,29407.00,29418.00,-29,-0.1,"29,416.00","29,419.00","165,351.00",24327
7/18/2012,29740.00,29811.00,393,1.34,"29,809.00","29,812.00","165,327.00",33466
7/19/2012,30050.00,30032.00,221,0.74,"30,030.00","30,034.00","162,555.00",37543
7/20/2012,29930.00,29917.00,-115,-0.38,"29,914.00","29,920.00","160,432.00",31567
7/23/2012,29524.00,29567.00,-350,-1.17,"29,565.00","29,569.00","160,702.00",36965
7/24/2012,29790.00,29730.00,163,0.55,"29,729.00","29,730.00","160,877.00",45722
7/25/2012,29835.00,29791.00,61,0.21,"29,790.00","29,792.00","160,221.00",36276
7/26/2012,30040.00,30065.00,274,0.92,"30,060.00","30,070.00","160,104.00",36253
7/27/2012,30386.00,30410.00,345,1.15,"30,408.00","30,412.00","158,761.00",41086
7/30/2012,30580.00,30638.00,228,0.75,"30,635.00","30,640.00","158,280.00",32303
7/31/2012,30259.00,30230.00,-408,-1.33,"30,228.00","30,232.00","158,031.00",45754
8/1/2012,30760.00,30704.00,474,1.57,"30,703.00","30,704.00","158,377.00",47052
8/2/2012,30615.00,30661.00,-43,-0.14,"30,660.00","30,661.00","158,012.00",41447
8/3/2012,30920.00,30898.00,237,0.77,"30,895.00","30,900.00","158,524.00",39514
8/6/2012,31054.00,31045.00,147,0.48,"31,043.00","31,047.00","158,414.00",27134
8/7/2012,31134.00,31133.00,88,0.28,"31,131.00","31,134.00","160,904.00",31094
8/8/2012,31199.00,31160.00,27,0.09,"31,159.00","31,160.00","162,264.00",40736
8/10/2012,31229.00,31213.00,53,0.17,"31,211.00","31,215.00","162,612.00",34357
8/13/2012,31140.00,31138.00,-75,-0.24,"31,136.00","31,140.00","162,645.00",25689
8/14/2012,31270.00,31250.00,112,0.36,"31,249.00","31,250.00","162,493.00",31006
8/15/2012,31191.00,31214.00,-36,-0.12,"31,213.00","31,214.00","164,168.00",41347
8/16/2012,31453.00,31417.00,203,0.65,"31,415.00","31,418.00","163,756.00",35475
8/17/2012,31280.00,31283.00,-134,-0.43,"31,280.00","31,285.00","163,051.00",32276
8/20/2012,31228.00,31226.00,-57,-0.18,"31,223.00","31,229.00","163,482.00",24943
8/21/2012,31579.00,31557.00,331,1.06,"31,553.00","31,560.00","162,869.00",33776
8/22/2012,31321.00,31277.00,-280,-0.89,"31,272.00","31,282.00","161,345.00",27889
8/23/2012,31485.00,31447.00,170,0.54,"31,445.00","31,449.00","161,238.00",24401
8/24/2012,31556.00,31472.00,25,0.08,"31,470.00","31,474.00","162,782.00",24064
8/27/2012,31630.00,31569.00,97,0.31,"31,567.00","31,570.00","163,526.00",16211
8/28/2012,31386.00,31428.00,-141,-0.45,"31,425.00","31,430.00","164,849.00",30200
8/29/2012,31420.00,31357.00,-71,-0.23,"31,353.00","31,360.00","164,039.00",33097
8/30/2012,31080.00,31029.00,-328,-1.05,"31,027.00","31,030.00","164,267.00",34227
8/31/2012,30941.00,31092.00,63,0.2,"31,091.00","31,092.00","167,993.00",43486
9/3/2012,31194.00,31148.00,56,0.18,"31,147.00","31,149.00","169,170.00",27631
9/4/2012,30860.00,30838.00,-310,-1,"30,835.00","30,841.00","168,978.00",34369
9/5/2012,30805.00,30777.00,-61,-0.2,"30,773.00","30,780.00","168,974.00",36437
9/6/2012,31405.00,31425.00,648,2.11,"31,421.00","31,429.00","168,708.00",37454
9/7/2012,31385.00,31452.00,27,0.09,"31,447.00","31,457.00","167,280.00",33051
9/10/2012,31350.00,31376.00,-76,-0.24,"31,371.00","31,380.00","166,015.00",44778
9/11/2012,31321.00,31288.00,-88,-0.28,"31,286.00","31,290.00","160,538.00",40598
9/12/2012,31562.00,31546.00,258,0.82,"31,545.00","31,547.00","161,050.00",40424
9/13/2012,31758.00,31682.00,136,0.43,"31,681.00","31,683.00","152,491.00",49180
9/14/2012,32345.00,32352.00,670,2.11,"32,350.00","32,354.00","126,114.00",110321
9/17/2012,32130.00,32127.00,-225,-0.7,"32,124.00","32,130.00","96,191.00",145539
9/18/2012,32250.00,32197.00,70,0.22,"32,194.00","32,200.00","66,111.00",135300
9/19/2012,32280.00,32218.00,21,0.07,"32,215.00","32,220.00","41,181.00",69831
9/20/2012,32079.00,32080.00,-138,-0.43,"32,080.00","32,080.00","1,147.00",50278
9/21/2012,32220.00,32202.00,122,0.38,"32,200.00","32,203.00","144,191.00",25737
9/25/2012,32116.00,32112.00,-90,-0.28,"32,110.00","32,114.00","144,601.00",24672
9/26/2012,31516.00,31454.00,-658,-2.05,"31,453.00","31,455.00","144,045.00",34644
9/27/2012,31677.00,31650.00,196,0.62,"31,646.00","31,654.00","144,479.00",30019
9/28/2012,31777.00,31786.00,136,0.43,"31,782.00","31,790.00","147,425.00",36821
10/1/2012,32360.00,32340.00,554,1.74,"32,335.00","32,345.00","149,719.00",52983
10/2/2012,32260.00,32277.00,-63,-0.19,"32,275.00","32,278.00","149,300.00",38523
10/3/2012,32101.00,32123.00,-154,-0.48,"32,120.00","32,125.00","148,953.00",25585
10/4/2012,32191.00,32240.00,117,0.36,"32,238.00","32,242.00","149,774.00",25884
10/5/2012,32550.00,32558.00,318,0.99,"32,553.00","32,563.00","151,205.00",23915
10/8/2012,32405.00,32416.00,-142,-0.44,"32,412.00","32,420.00","148,908.00",28610
10/9/2012,32180.00,32204.00,-212,-0.65,"32,202.00","32,205.00","148,682.00",29037
10/10/2012,32300.00,32304.00,100,0.31,"32,300.00","32,308.00","149,113.00",21062
10/11/2012,32605.00,32609.00,305,0.94,"32,607.00","32,610.00","148,318.00",33865
10/12/2012,32493.00,32521.00,-88,-0.27,"32,520.00","32,522.00","147,817.00",19633
10/15/2012,32711.00,32698.00,177,0.54,"32,695.00","32,701.00","148,757.00",21354
10/16/2012,33021.00,32988.00,290,0.89,"32,986.00","32,990.00","148,662.00",25170
10/17/2012,33255.00,33288.00,300,0.91,"33,283.00","33,293.00","146,911.00",27015
10/18/2012,33044.00,33071.00,-217,-0.65,"33,065.00","33,077.00","146,032.00",27550
10/19/2012,32860.00,32856.00,-215,-0.65,"32,855.00","32,857.00","146,761.00",19593
10/22/2012,33014.00,33026.00,170,0.52,"33,024.00","33,028.00","147,898.00",22850
10/23/2012,32779.00,32753.00,-273,-0.83,"32,751.00","32,755.00","146,790.00",26005
10/24/2012,32975.00,32981.00,228,0.7,"32,978.00","32,984.00","146,501.00",28435
10/25/2012,32986.00,33023.00,42,0.13,"33,020.00","33,025.00","147,061.00",18372
10/26/2012,33055.00,32939.00,-84,-0.25,"32,937.00","32,940.00","145,682.00",26730
10/29/2012,32930.00,32910.00,-29,-0.09,"32,909.00","32,910.00","145,428.00",21190
10/30/2012,33173.00,33194.00,284,0.86,"33,190.00","33,198.00","147,254.00",20638
10/31/2012,33170.00,33167.00,-27,-0.08,"33,163.00","33,170.00","145,200.00",30285
11/1/2012,33372.00,33424.00,257,0.77,"33,423.00","33,425.00","143,593.00",31442
11/2/2012,33681.00,33669.00,245,0.73,"33,663.00","33,674.00","144,917.00",27806
11/5/2012,33630.00,33606.00,-63,-0.19,"33,602.00","33,609.00","143,589.00",23500
11/6/2012,33530.00,33587.00,-19,-0.06,"33,585.00","33,589.00","141,896.00",32905
11/7/2012,33340.00,33448.00,-139,-0.41,"33,445.00","33,451.00","142,086.00",25788
11/8/2012,33460.00,33541.00,93,0.28,"33,540.00","33,542.00","143,794.00",33863
11/9/2012,33365.00,33254.00,-287,-0.86,"33,253.00","33,254.00","142,801.00",34296
11/12/2012,33350.00,33372.00,118,0.35,"33,371.00","33,373.00","142,939.00",24121
11/13/2012,33252.00,33303.00,-69,-0.21,"33,300.00","33,306.00","141,510.00",39559
11/14/2012,33170.00,33175.00,-128,-0.38,"33,171.00","33,179.00","142,103.00",24209
11/15/2012,32940.00,32964.00,-211,-0.64,"32,962.00","32,965.00","141,486.00",31568
11/16/2012,32730.00,32731.00,-233,-0.71,"32,730.00","32,731.00","139,153.00",35530
11/19/2012,33172.00,33138.00,407,1.24,"33,135.00","33,140.00","141,020.00",29852
11/20/2012,33319.00,33239.00,101,0.3,"33,235.00","33,243.00","141,281.00",24964
11/21/2012,33440.00,33373.00,134,0.4,"33,371.00","33,374.00","142,627.00",32105
11/22/2012,33718.00,33768.00,395,1.18,"33,767.00","33,768.00","145,231.00",30351
11/23/2012,33770.00,33757.00,-11,-0.03,"33,755.00","33,758.00","145,862.00",24088
11/26/2012,33561.00,33626.00,-131,-0.39,"33,622.00","33,629.00","145,108.00",18025
11/27/2012,33575.00,33664.00,38,0.11,"33,662.00","33,666.00","145,411.00",21191
11/28/2012,33372.00,33300.00,-364,-1.08,"33,299.00","33,300.00","143,883.00",27746
11/29/2012,33720.00,33742.00,442,1.33,"33,740.00","33,744.00","148,045.00",29110
11/30/2012,33953.00,33942.00,200,0.59,"33,941.00","33,942.00","150,515.00",29644
12/3/2012,33920.00,33855.00,-87,-0.26,"33,854.00","33,855.00","148,886.00",27317
12/4/2012,33756.00,33788.00,-67,-0.2,"33,785.00","33,791.00","147,839.00",21692
12/5/2012,33975.00,33991.00,203,0.6,"33,987.00","33,995.00","149,366.00",25629
12/6/2012,33989.00,34032.00,41,0.12,"34,030.00","34,034.00","150,150.00",23479
12/7/2012,34032.00,33935.00,-97,-0.29,"33,931.00","33,938.00","149,280.00",
12/10/2012,34150.00,34151.00,216,0.64,"34,150.00","34,151.00","145,192.00",40466
12/11/2012,34267.00,34274.00,123,0.36,"34,270.00","34,277.00","138,384.00",46478
12/12/2012,34440.00,34432.00,158,0.46,"34,430.00","34,433.00","129,074.00",52549
12/13/2012,34411.00,34346.00,-86,-0.25,"34,342.00","34,349.00","118,917.00",39254
12/14/2012,34345.00,34307.00,-39,-0.11,"34,305.00","34,309.00","101,920.00",59564
12/18/2012,34307.00,34463.00,156,0.45,"34,461.00","34,464.00",,
12/19/2012,34930.00,34940.00,477,1.38,"34,937.00","34,943.00","143,286.00",49464
12/20/2012,35058.00,34980.00,40,0.11,"34,975.00","34,985.00","148,820.00",47327
12/21/2012,35030.00,34933.00,-47,-0.13,"34,931.00","34,935.00","149,696.00",17132
12/24/2012,34997.00,34993.00,60,0.17,"34,985.00","35,000.00","149,728.00",4400
12/27/2012,34993.00,35129.00,136,0.39,"35,126.00","35,132.00",,
12/28/2012,35129.00,35062.00,-67,-0.19,"35,060.00","35,064.00",,
12/31/2012,35012.00,35093.00,31,0.09,"35,092.00","35,094.00","148,925.00",4575
1/2/2013,35761.00,35815.00,722,2.06,"35,809.00","35,820.00","148,511.00",22556
1/3/2013,35815.00,35962.00,147,0.41,"35,960.00","35,963.00",,
1/4/2013,35951.00,35888.00,-74,-0.21,"35,887.00","35,888.00","145,403.00",16117
1/7/2013,35810.00,35807.00,-81,-0.23,"35,806.00","35,808.00","142,323.00",20395
1/8/2013,35696.00,35736.00,-71,-0.2,"35,735.00","35,737.00","142,017.00",24962
1/9/2013,35921.00,35952.00,216,0.6,"35,951.00","35,953.00","141,840.00",23711
1/10/2013,35950.00,35947.00,-5,-0.01,"35,946.00","35,948.00","141,190.00",18999
1/11/2013,35940.00,35914.00,-33,-0.09,"35,913.00","35,915.00","142,531.00",17419
1/14/2013,35825.00,35805.00,-109,-0.3,"35,801.00","35,809.00","142,217.00",18762
1/15/2013,35630.00,35655.00,-150,-0.42,"35,650.00","35,659.00","142,938.00",26892
1/16/2013,35665.00,35604.00,-51,-0.14,"35,600.00","35,607.00","143,264.00",21936
1/17/2013,35760.00,35675.00,71,0.2,"35,672.00","35,678.00","145,682.00",29808
1/18/2013,35675.00,35838.00,163,0.46,"35,836.00","35,839.00",,
1/21/2013,35690.00,35673.00,-165,-0.46,"35,670.00","35,675.00","146,387.00",21365
1/22/2013,35540.00,35542.00,-131,-0.37,"35,541.00","35,543.00","146,784.00",25140
1/23/2013,35850.00,35834.00,292,0.82,"35,830.00","35,838.00","148,626.00",31818
1/24/2013,36230.00,36220.00,386,1.08,"36,219.00","36,220.00","151,819.00",40582
1/25/2013,36080.00,36116.00,-104,-0.29,"36,114.00","36,118.00","150,060.00",25083
1/28/2013,36180.00,36172.00,56,0.16,"36,170.00","36,173.00","149,518.00",25609
1/29/2013,36350.00,36270.00,98,0.27,"36,264.00","36,275.00","151,209.00",25345
1/30/2013,36123.00,36138.00,-132,-0.36,"36,136.00","36,139.00","150,032.00",29817
1/31/2013,36120.00,36160.00,22,0.06,"36,155.00","36,165.00","151,914.00",33977
2/1/2013,36260.00,36268.00,108,0.3,"36,266.00","36,270.00","153,646.00",27464
2/4/2013,36180.00,36175.00,-93,-0.26,"36,172.00","36,177.00","153,016.00",28179
2/5/2013,36250.00,36278.00,103,0.28,"36,277.00","36,278.00","153,013.00",30625
2/6/2013,36150.00,36130.00,-148,-0.41,"36,126.00","36,133.00","149,696.00",34848
2/7/2013,36205.00,36290.00,160,0.44,"36,285.00","36,294.00","151,083.00",26492
2/8/2013,36451.00,36433.00,143,0.39,"36,431.00","36,435.00","151,452.00",25107
2/11/2013,36356.00,36394.00,-39,-0.11,"36,391.00","36,397.00","150,339.00",17981
2/12/2013,36280.00,36255.00,-139,-0.38,"36,251.00","36,259.00","151,241.00",32500
2/13/2013,36299.00,36348.00,93,0.26,"36,347.00","36,349.00","152,221.00",29710
2/14/2013,36220.00,36252.00,-96,-0.26,"36,250.00","36,254.00","151,780.00",30184
2/15/2013,36162.00,36222.00,-30,-0.08,"36,221.00","36,223.00","151,770.00",19501
2/18/2013,36043.00,36039.00,-183,-0.51,"36,038.00","36,040.00","152,470.00",23154
2/19/2013,36255.00,36268.00,229,0.64,"36,265.00","36,270.00","153,683.00",27602
2/20/2013,35936.00,35958.00,-310,-0.85,"35,955.00","35,960.00","151,036.00",40826
2/21/2013,35050.00,35089.00,-869,-2.42,"35,084.00","35,094.00","151,389.00",63295
2/22/2013,35052.00,35132.00,43,0.12,"35,130.00","35,134.00","148,528.00",41769
2/25/2013,35285.00,35295.00,163,0.46,"35,294.00","35,296.00","149,304.00",28049
2/26/2013,34949.00,35067.00,-228,-0.65,"35,063.00","35,070.00","150,244.00",33320
2/27/2013,34811.00,34752.00,-315,-0.9,"34,750.00","34,753.00","148,676.00",46847
2/28/2013,35179.00,35120.00,368,1.06,"35,119.00","35,120.00","146,781.00",56500
3/1/2013,35667.00,35555.00,435,1.24,"35,552.00","35,557.00","148,992.00",40027
3/4/2013,35297.00,35333.00,-222,-0.62,"35,330.00","35,336.00","148,140.00",35809
3/5/2013,36050.00,36058.00,725,2.05,"36,055.00","36,060.00","143,320.00",60392
3/6/2013,35930.00,35897.00,-161,-0.45,"35,891.00","35,903.00","143,740.00",40278
3/7/2013,36129.00,36140.00,243,0.68,"36,139.00","36,140.00","144,356.00",42960
3/8/2013,36115.00,36108.00,-32,-0.09,"36,103.00","36,113.00","142,349.00",29379
3/11/2013,36420.00,36382.00,274,0.76,"36,381.00","36,382.00","136,357.00",40853
3/12/2013,36330.00,36368.00,-14,-0.04,"36,366.00","36,370.00","131,249.00",48733
3/13/2013,36300.00,36313.00,-55,-0.15,"36,312.00","36,314.00","127,280.00",41994
3/14/2013,36351.00,36357.00,44,0.12,"36,354.00","36,360.00","123,338.00",37006
3/15/2013,36299.00,36182.00,-175,-0.48,"36,180.00","36,184.00","114,009.00",58319
3/18/2013,36005.00,35958.00,-224,-0.62,"35,955.00","35,961.00","75,899.00",159798
3/19/2013,35830.00,35801.00,-157,-0.44,"35,797.00","35,804.00","47,152.00",73815
3/20/2013,35848.00,35849.00,48,0.13,"35,849.00","35,849.00",,56366
3/22/2013,35765.00,35787.00,-62,-0.17,"35,786.00","35,788.00","146,822.00",30266
3/25/2013,35655.00,35716.00,-71,-0.2,"35,713.00","35,718.00","148,085.00",40173
3/26/2013,35930.00,35949.00,233,0.65,"35,947.00","35,950.00","150,292.00",40630
3/27/2013,35554.00,35538.00,-411,-1.14,"35,535.00","35,540.00","149,324.00",45560
3/28/2013,35475.00,35514.00,-24,-0.07,"35,513.00","35,515.00","150,553.00",27409
4/2/2013,35630.00,35648.00,134,0.38,"35,646.00","35,650.00","152,755.00",29646
4/3/2013,34903.00,35004.00,-644,-1.81,"35,000.00","35,008.00","151,005.00",44215
4/4/2013,34674.00,34652.00,-352,-1.01,"34,650.00","34,653.00","151,002.00",39310
4/5/2013,34140.00,34170.00,-482,-1.39,"34,163.00","34,176.00","149,928.00",49752
4/8/2013,34229.00,34222.00,52,0.15,"34,220.00","34,223.00","148,373.00",27981
4/9/2013,34200.00,34143.00,-79,-0.23,"34,136.00","34,149.00","148,358.00",33095
4/10/2013,34590.00,34643.00,500,1.46,"34,640.00","34,645.00","145,970.00",33731
4/11/2013,34674.00,34657.00,14,0.04,"34,655.00","34,658.00","144,004.00",25794
4/12/2013,34130.00,34075.00,-582,-1.68,"34,071.00","34,078.00","142,426.00",39632
4/15/2013,33641.00,33699.00,-376,-1.1,"33,697.00","33,700.00","143,510.00",46516
4/16/2013,34169.00,34099.00,400,1.19,"34,095.00","34,102.00","142,361.00",37167
4/17/2013,33471.00,33421.00,-678,-1.99,"33,415.00","33,427.00","142,653.00",46842
4/18/2013,33590.00,33501.00,80,0.24,"33,496.00","33,505.00","142,368.00",32623
4/19/2013,34122.00,34069.00,568,1.7,"34,068.00","34,070.00","139,120.00",33405
4/22/2013,33744.00,33813.00,-256,-0.75,"33,809.00","33,816.00","139,237.00",39380
4/23/2013,33744.00,33813.00,,,"33,809.00","33,816.00","139,237.00",39380
4/24/2013,34359.00,34424.00,611,1.81,"34,419.00","34,428.00","137,698.00",35603
4/25/2013,34711.00,34725.00,301,0.87,"34,722.00","34,728.00","139,801.00",31617
4/26/2013,34630.00,34664.00,-61,-0.18,"34,661.00","34,667.00","139,919.00",25469
4/29/2013,34549.00,34556.00,-108,-0.31,"34,551.00","34,560.00","140,201.00",24325
4/30/2013,34205.00,34256.00,-300,-0.87,"34,255.00","34,257.00","140,186.00",36316
5/2/2013,34650.00,34588.00,332,0.97,"34,585.00","34,590.00","139,000.00",44988
5/3/2013,35187.00,35178.00,590,1.71,"35,176.00","35,180.00","136,975.00",40832
5/6/2013,35400.00,35403.00,225,0.64,"35,402.00","35,403.00","136,896.00",26910
5/7/2013,35359.00,35415.00,12,0.03,"35,410.00","35,420.00","136,945.00",37891
5/8/2013,36030.00,36031.00,616,1.74,"36,026.00","36,036.00","137,820.00",37809
5/9/2013,35885.00,35850.00,-181,-0.5,"35,845.00","35,855.00","140,946.00",33750
5/10/2013,35805.00,35761.00,-89,-0.25,"35,755.00","35,766.00","140,622.00",37229
5/13/2013,35920.00,35913.00,152,0.43,"35,911.00","35,914.00","141,933.00",29235
5/14/2013,36245.00,36243.00,330,0.92,"36,237.00","36,249.00","144,192.00",31136
5/15/2013,36511.00,36498.00,255,0.7,"36,495.00","36,500.00","144,604.00",26720
5/16/2013,37019.00,36962.00,464,1.27,"36,958.00","36,965.00","148,741.00",37947
5/17/2013,36955.00,36945.00,-17,-0.05,"36,942.00","36,947.00","149,964.00",28191
5/20/2013,36800.00,36719.00,-226,-0.61,"36,715.00","36,723.00","153,229.00",40420
5/21/2013,37539.00,37487.00,768,2.09,"37,483.00","37,491.00","158,028.00",43982
5/22/2013,37489.00,37469.00,-18,-0.05,"37,462.00","37,476.00","158,433.00",34783
5/23/2013,36660.00,36451.00,"-1,018.00",-2.72,"36,450.00","36,451.00","158,892.00",42690
5/24/2013,36660.00,36616.00,165,0.45,"36,612.00","36,620.00","159,734.00",38732
5/27/2013,37123.00,37043.00,427,1.17,"37,041.00","37,045.00","162,019.00",18777
5/28/2013,37560.00,37552.00,509,1.37,"37,550.00","37,554.00","163,161.00",34387
5/29/2013,36850.00,36858.00,-694,-1.85,"36,855.00","36,860.00","164,015.00",33555
