Date,nikkei,jse,aex,libor,euryen_bid,eurzar_bid,jse_eur,nikkei_eur,jse_ret,nikkei_ret,aex_ret,libor_change,loss
2011-04-05,9615.55,29760.0,368.96,0.012075,0.008324,0.104548,3111.34848,80.03983819999999,0.004768703599550506,-0.016200810697599266,-0.00013550686363039688,4.3700000000000684e-07,831337.2559624432
2011-04-06,9584.37,29885.0,369.64,0.0121938,0.008156,0.104204,3114.13654,78.17012172000001,0.0008956925211247579,-0.0236369888741077,0.001841321939145324,1.1879999999999876e-06,1266504.854044586
2011-04-07,9590.93,29610.0,367.39,0.0122875,0.008211,0.104597,3097.11717,78.75112623,-0.0054801859299367095,0.007405079586686902,-0.006105604899929951,9.370000000000038e-07,85632.87797503438
2011-04-08,9768.08,29858.0,366.94,0.012431300000000001,0.008144,0.104107,3108.426806,79.55124352,0.003645014382465561,0.010108807654409802,-0.0012256071693359516,1.4380000000000121e-06,-643248.6757317787
2011-04-11,9719.7,29880.0,366.47,0.012549999999999999,0.008169,0.10414,3111.7032,79.40022929999999,0.0010534809722155813,-0.0019001304329826496,-0.0012816843630156782,1.1869999999999763e-06,161580.94875402094
2011-04-12,9555.26,29275.0,360.77,0.012624999999999999,0.008251,0.10259,3003.32225,78.84045026,-0.035451136415966644,-0.007075062829652978,-0.015676026414880972,7.500000000000041e-07,2403624.089701024
2011-04-13,9641.18,29366.0,362.76,0.012731300000000001,0.008215,0.101771,2988.607186,79.2022937,-0.004911637808680425,0.004579065931021198,0.00550082240668992,1.0630000000000189e-06,-456851.76182197843
2011-04-14,9653.92,29430.0,359.48,0.0127688,0.008314,0.100976,2971.72368,80.26269088000001,-0.005665306687457239,0.013299632054273758,-0.009082915789194068,3.749999999999934e-07,-88786.80654185214
2011-04-15,9591.52,29231.0,359.0,0.0128125,0.008333,0.101145,2956.569495,79.92613616,-0.0051125062680359434,-0.00420198114214454,-0.0013361543018941546,4.369999999999895e-07,487230.07255782536
2011-04-18,9556.65,28250.0,352.68,0.0128688,0.00856,0.102115,2884.7487499999997,81.804924,-0.024591834057657636,0.023234527224303747,-0.017761258269452185,5.630000000000045e-07,377177.47920414177
2011-04-19,9441.03,28730.0,353.17,0.0129125,0.008469,0.102012,2930.80476,79.95608307000002,0.01583923965284928,-0.02285991508175922,0.0013883971912225235,4.3700000000000684e-07,796275.0164304087
2011-04-20,9606.82,29450.0,359.87,0.0130313,0.008356,0.101547,2990.55915,80.27458792,0.02018332917570298,0.003975584294024337,0.018793327712677943,1.1879999999999876e-06,-1986376.7067672221
2011-04-21,9685.77,29734.0,359.01,0.013175,0.008393,0.10215,3037.3281,81.29266761,0.015517837864667428,0.012602716579266371,-0.0023926118691921516,1.4370000000000008e-06,-1084165.609056754
2011-04-26,9558.69,29649.0,359.55,0.0132125,0.008365,0.102002,3024.257298,79.95844185,-0.004312674457457533,-0.016548800363549,0.0015030062949685785,3.7500000000001076e-07,1026234.4865718357
2011-04-28,9849.74,29650.0,359.49,0.013387500000000002,0.008279,0.101742,3016.6503,81.54599746,-0.0025184964005529054,0.01966022422917746,-0.00016688918596852176,1.7500000000000154e-06,-1103223.2075986238
2011-05-06,9859.2,28885.0,359.12,0.0137063,0.008549,0.103128,2978.85228,84.2863008,-0.012608958222747546,0.03305209941110743,-0.0010297658888580585,3.1879999999999757e-06,-1576033.3181572903
2011-05-09,9794.38,28474.0,355.93,0.013774999999999999,0.008681,0.103593,2949.7070820000004,85.02501277999998,-0.009832214207454726,0.00872613473767192,-0.008922512169188046,6.869999999999967e-07,303352.1053497135
2011-05-10,9818.76,28990.0,361.05,0.0138063,0.008634,0.10293,2983.9406999999997,84.77517384,0.011538938305454494,-0.00294274258783922,0.014282370592701987,3.130000000000147e-07,-1032213.4890434291
2011-05-11,9864.26,28890.0,360.55,0.013768800000000001,0.008622,0.102244,2953.8291600000002,85.04964971999999,-0.010142460499300121,0.003232461700729772,-0.0013858095344216892,-3.749999999999934e-07,194337.96625448813
2011-05-12,9716.65,28650.0,357.52,0.0137313,0.008723,0.101276,2901.5574,84.75833795,-0.01785472166681945,-0.0034310760027347342,-0.008439338737573188,-3.7500000000001076e-07,1243394.5711741252
2011-05-13,9648.77,28690.0,354.86,0.013743799999999999,0.008714,0.100528,2884.1483200000002,84.07938178,-0.006017980652048394,-0.00804275052974912,-0.0074679591297623915,1.2499999999998623e-07,1109778.0176013475
2011-05-16,9558.3,29109.0,352.3,0.013774999999999999,0.008684,0.100757,2932.935513,83.0042772,0.016774156378840388,-0.012869234783424055,-0.0072402601482410844,3.1200000000000327e-07,695323.9982170345
2011-05-17,9567.02,28630.0,347.72,0.013781300000000002,0.008666,0.10074,2884.1862,82.90779532,-0.01676102260517709,-0.0011630484679061581,-0.0130855271363286,6.300000000002484e-08,1351152.6294676105
2011-05-19,9620.82,28770.0,350.84,0.0138438,0.008571,0.101607,2923.23339,82.46004822,0.013447548544771593,-0.005415178484101446,0.008932720872317113,6.249999999999832e-07,-617745.3257586865
2011-05-20,9607.08,28725.0,348.24,0.0138625,0.008652,0.102022,2930.5819500000002,83.12045616,0.002510692064360498,0.007976922698158972,-0.007438381839138586,1.8699999999999968e-07,-108534.49885418928
2011-05-23,9460.63,28160.0,342.46,0.0138375,0.008716,0.101528,2859.02848,82.45885107999999,-0.024719146238955325,-0.007991440621879065,-0.01673703468321719,-2.499999999999898e-07,2208704.4591288567
2011-05-24,9477.17,28570.0,343.2,0.0138313,0.008626,0.101263,2893.0839100000003,81.75006842,0.01184115525141305,-0.008632747404326402,0.002158505052982207,-6.200000000001343e-08,31508.53798287388
2011-05-25,9422.88,28730.0,344.91,0.0138438,0.008666,0.100752,2894.6049599999997,81.65867807999999,0.0005256156884669849,-0.0011185490554952437,0.004970145819950922,1.2500000000000357e-07,-244885.73164771972
2011-05-26,9562.05,28890.0,344.47,0.0138125,0.008718,0.101198,2923.61022,83.3619519,0.009970583552786572,0.020643895374610644,-0.0012765095005580207,-3.129999999999973e-07,-1472801.075550849
2011-05-27,9521.94,29235.0,346.06,0.0137938,0.008657,0.101446,2965.7738099999997,82.43143458,0.014318750541972847,-0.011225141249140869,0.004605166495301738,-1.8699999999999968e-07,-37089.26550841101
2011-05-30,9504.97,29195.0,346.2,0.0138,0.008657,0.100807,2943.060365,82.28452528999999,-0.00768799942628462,-0.0017837898533965557,0.0004044723136065187,6.199999999999608e-08,315171.3137458107
2011-05-31,9693.73,29290.0,349.44,0.0138188,0.008559,0.101793,2981.5169699999997,82.96863507,0.01298224090679323,0.00827958371952775,0.009315230374377315,1.8799999999999372e-07,-1449614.3074270436
2011-06-01,9719.61,29174.0,345.95,0.0138188,0.008571,0.101987,2975.3687379999997,83.30677731000002,-0.002064244467518961,0.004067260472321088,-0.010037617171665403,0.0,419339.14681147074
2011-06-02,9555.04,28505.0,340.64,0.0138313,0.008558,0.102587,2924.242435,81.77203232000001,-0.0173325263059807,-0.018594624159335993,-0.015468054799651298,1.2500000000000357e-07,2544566.450469463
2011-06-03,9492.21,28340.0,340.24,0.0138313,0.008522,0.102049,2892.06866,80.89261361999999,-0.011063405187056397,-0.010812764667686992,-0.0011749501997906364,0.0,1048565.8080278605
2011-06-06,9380.35,28385.0,339.18,0.0138313,0.008538,0.101378,2877.61453,80.08942830000001,-0.005010382636952748,-0.009978653209701704,-0.003120311030124334,0.0,935370.581701781
2011-06-07,9442.95,28450.0,338.93,0.0139,0.008484,0.101285,2881.55825,80.1139878,0.0013695441227659089,0.0003066039512793495,-0.0007373435322479693,6.869999999999967e-07,-12543.573152214994
2011-06-08,9449.46,28140.0,335.65,0.014006300000000001,0.008566,0.101603,2859.10842,80.94407436,-0.007821371884360495,0.010308008167082328,-0.009724645998245407,1.0630000000000189e-06,195445.79613804244
2011-06-09,9467.15,28320.0,338.04,0.0140688,0.008601,0.102064,2890.45248,81.42695714999999,0.010903222371369203,0.00594791089411828,0.00709528129152126,6.249999999999832e-07,-1111272.7002399636
2011-06-10,9514.44,27779.0,333.83,0.0141313,0.008681,0.102417,2845.041843,82.59485364,-0.01583528231572462,0.014240986882344764,-0.01253235031083566,6.250000000000006e-07,360788.3900896707
2011-06-13,9448.21,27845.0,334.03,0.014181299999999999,0.008673,0.102337,2849.573765,81.94432533,0.001591651928317006,-0.0079073167087369,0.0005989279369282841,4.99999999999997e-07,391645.40898683836
2011-06-14,9547.79,27934.0,337.52,0.0142188,0.008579,0.101995,2849.12833,81.91049041000001,-0.00015632857920344634,-0.0004129865860589277,0.010393958513708945,3.7500000000001076e-07,-594601.2203677817
2011-06-15,9574.32,28003.0,334.04,0.0142875,0.008675,0.102798,2878.652394,83.057226,0.010309167513343986,0.013902769410313098,-0.0103640215310552,6.869999999999967e-07,-529413.2851275265
2011-06-17,9351.4,27332.0,333.11,0.014499999999999999,0.008725,0.103011,2815.4966520000003,81.590965,-0.022183589309478613,-0.01781130730035585,-0.0027879805213055775,2.1249999999999915e-06,1887237.3126228736
2011-06-20,9354.32,27375.0,331.64,0.014593799999999999,0.008706,0.103018,2820.11775,81.43870992,0.001639962817206353,-0.0018678209882923014,-0.004422722515704969,9.379999999999978e-07,330374.6739050059
2011-06-21,9459.66,27715.0,336.14,0.0146563,0.008676,0.103036,2855.6427400000002,82.07201015999999,0.012518306218945341,0.007746322766840841,0.0134776966004031,6.250000000000179e-07,-1655729.6344379787
2011-06-22,9629.43,27431.0,334.17,0.0146813,0.008649,0.102607,2814.6126170000002,83.28494007,-0.01447230734874072,0.014670706772311526,-0.005877894323212729,2.499999999999898e-07,-101125.4228177454
2011-06-23,9596.74,27040.0,328.57,0.0146938,0.008771,0.102662,2775.98048,84.17300653999999,-0.013820627348099634,0.010606541086767507,-0.016899940498818822,1.2500000000000357e-07,780396.2022817127
2011-06-24,9678.71,27410.0,328.74,0.0147188,0.008774,0.102292,2803.82372,84.92100153999999,0.009980088944180565,0.008847148250975323,0.000517259751990018,2.5000000000000714e-07,-862198.0330152272
2011-06-27,9578.31,27663.0,328.51,0.014675,0.008653,0.101814,2816.480682,82.88111642999999,0.0045040205979933745,-0.024314181829563353,-0.0006998859167399729,-4.380000000000009e-07,1350768.3924777089
2011-06-28,9648.98,28010.0,329.9,0.014724999999999999,0.008616,0.101657,2847.41257,83.13561168,0.010922591279671323,0.003065901276896099,0.004222299372896643,4.999999999999796e-07,-764663.7245213436
2011-06-29,9797.26,28435.0,335.28,0.0147938,0.008585,0.101448,2884.67388,84.1094771,0.013001141967832197,0.011646098959612772,0.016176425382280257,6.880000000000081e-07,-2070985.4229738945
2011-06-30,9816.09,28605.0,339.65,0.014906299999999999,0.008537,0.101659,2907.955695,83.79996032999999,0.008038470288902033,-0.0036867149972419355,0.01294967202049424,1.1249999999999975e-06,-800438.2393010458
2011-07-01,9868.07,28655.0,342.82,0.0149813,0.008533,0.102213,2928.9135149999997,84.20424131,0.007181216269165347,0.004812757733489548,0.009289852441600743,7.500000000000041e-07,-1062702.8134629424
2011-07-04,9965.09,28795.0,343.5,0.015062500000000001,0.008524,0.102479,2950.882805,84.94242716000001,0.007472841248514328,0.008728407638588287,0.00198158358349243,8.120000000000176e-07,-867062.6468881351
2011-07-05,9972.46,28930.0,343.1,0.0151438,0.008527,0.102655,2969.80915,85.03516642,0.006393309974828121,0.0010911940479783055,-0.0011651617979993034,8.129999999999943e-07,-185063.99549534486
2011-07-06,10082.48,28850.0,341.62,0.0151688,0.008637,0.103415,2983.52275,87.08237976000001,0.004607041732623607,0.023789670907595983,-0.004322941654489654,2.499999999999898e-07,-1321186.3319912727
2011-07-07,10071.14,28984.0,345.16,0.015262500000000002,0.008564,0.104124,3017.930016,86.24924296,0.011466437986733524,-0.009613285828969254,0.01030906943019172,9.370000000000212e-07,-390677.14023485663
2011-07-08,10137.73,28639.0,342.48,0.015325,0.008692,0.104387,2989.539293,88.11714916,-0.009451878288036397,0.021425891020215637,-0.007794815803415567,6.249999999999832e-07,-548299.2729444236
2011-07-11,10069.53,28525.0,336.16,0.015456300000000001,0.008889,0.104312,2975.4998,89.50805217,-0.00470726803478172,0.015661419995983472,-0.018626024740000524,1.3130000000000086e-06,304047.56888005376
2011-07-12,9925.92,28600.0,332.12,0.0154375,0.008992,0.103767,2967.7362,89.25387264,-0.0026125849338427543,-0.0028437789710267225,-0.012090887702860265,-1.8800000000001108e-07,972841.7063564524
2011-07-13,9963.14,28960.0,332.98,0.0154938,0.008932,0.103158,2987.45568,88.99076648,0.006622642047812377,-0.0029521937084844296,0.002586078722876195,5.630000000000045e-07,-174763.11132043827
2011-07-14,9936.12,28909.0,330.46,0.0155125,0.008916,0.102826,2972.596834,88.59044592000001,-0.004986156329942482,-0.004508598997772673,-0.007596804893861275,1.8699999999999968e-07,876293.8902023203
2011-07-15,9974.47,28960.0,329.49,0.015525,0.008953,0.10245,2966.9519999999998,89.30142990999998,-0.001900762450913085,0.007993482247765193,-0.0029396187544810104,1.2500000000000357e-07,-245345.32260640943
2011-07-19,9889.72,28659.0,326.17,0.0155375,0.008924,0.101567,2910.808653,88.25586127999999,-0.019104233011636218,-0.011777389805819105,-0.010127286628496712,1.2499999999998623e-07,1877857.5304881847
2011-07-20,10005.9,28685.0,330.65,0.0154813,0.008929,0.102136,2929.7711600000002,89.3426811,0.00649338738109595,0.012239215169106643,0.01364169628080436,-5.619999999999931e-07,-1755286.4725735688
2011-07-21,10010.39,28680.0,336.86,0.015506299999999999,0.008855,0.102184,2930.63712,88.64200344999999,0.0002955289000112771,-0.007873500705628977,0.01860699964956858,2.499999999999898e-07,-662094.5779800459
2011-07-22,10132.11,28622.0,338.6,0.0155563,0.008881,0.102548,2935.128856,89.98326891,0.0015315090633798434,0.015017927206606885,0.005152055928794752,5.000000000000143e-07,-1260691.023336871
2011-07-25,10050.01,28676.0,337.27,0.0155813,0.008898,0.102961,2952.509636,89.42498898,0.005904177205767525,-0.006223590135217449,-0.003935673181987731,2.499999999999898e-07,433386.6605677559
2011-07-26,10097.72,28445.0,336.74,0.015600000000000001,0.008839,0.103342,2939.5631900000003,89.25374708,-0.004394537276581012,-0.0019167580452377209,-0.0015726772873936312,1.8700000000001701e-07,343839.3237694117
2011-07-27,10047.19,28140.0,333.1,0.0155938,0.008915,0.103975,2925.8565,89.57069885,-0.004673737149243351,0.0035448408661373776,-0.010868374030019723,-6.200000000001343e-08,578510.5506171801
2011-07-28,9901.35,28075.0,332.56,0.0155688,0.008985,0.104214,2925.80805,88.96362975,-1.655939078126778e-05,-0.006800613018460133,-0.0016224502552519837,-2.499999999999898e-07,507543.5960884437
2011-07-29,9833.03,27779.0,329.17,0.0155688,0.009012,0.103612,2878.237748,88.61526635999999,-0.016392485132959322,-0.0039234824015119685,-0.010245960306209945,0.0,1337446.2369302167
2011-08-01,9965.01,27760.0,324.59,0.015575,0.009188,0.10463,2904.5288,91.55851188,0.009092960240081993,0.032674092689156886,-0.014011487179489635,6.199999999999608e-08,-1428919.0615594063
2011-08-02,9844.59,27376.0,320.0,0.0155563,0.009114,0.104084,2849.4035839999997,89.72359326,-0.019161470440558936,-0.02024448344315033,-0.014241851664910321,-1.8699999999999968e-07,2623403.6617687955
2011-08-03,9637.14,27005.0,310.69,0.015543800000000002,0.009096,0.103239,2787.969195,87.65942543999999,-0.021796259910797033,-0.023274618005850733,-0.029525365300564488,-1.2499999999998623e-07,3775904.342004517
2011-08-04,9659.18,26050.0,300.85,0.0155313,0.008936,0.102247,2663.53435,86.31443248,-0.04565949984163975,-0.015462320294467702,-0.032183828826847005,-1.2500000000002093e-07,4162986.2267356273
2011-08-05,9299.88,25837.0,296.35,0.0152188,0.008973,0.102171,2639.792127,83.44782323999999,-0.008953769571068193,-0.03377525509385393,-0.015070613432513369,-3.1250000000000027e-06,3160745.668879165
2011-08-08,9097.56,25200.0,283.36,0.0151813,0.009071,0.099787,2514.6324,82.52396676,-0.0485735444383808,-0.01113280783237336,-0.04482301419932355,-3.749999999999934e-07,4719698.993069743
2011-08-10,9038.74,25230.0,277.27,0.0150188,0.009214,0.097512,2460.22776,83.28295036,-0.021872698822613224,0.009155093338764964,-0.02172641334538472,-1.6249999999999946e-06,1389839.7150634201
2011-08-11,8981.94,26175.0,282.79,0.014893799999999999,0.009124,0.097017,2539.4199750000002,81.95122056000001,0.03168176762959796,-0.01611965163381157,0.01971281202915076,-1.2500000000000185e-06,-1197706.0845954986
2011-08-12,8963.72,26675.0,291.9,0.0148875,0.00916,0.097676,2605.5072999999998,82.10767519999999,0.0256916984747404,0.001907299042874122,0.03170670514177942,-6.299999999999015e-08,-2825186.796738136
2011-08-15,9086.41,26831.0,293.7,0.014893799999999999,0.009023,0.097299,2610.629469,81.98667743,0.0019639709897445456,-0.0014747343828709347,0.006147560344505365,6.299999999999015e-08,-337572.28803768166
2011-08-16,9107.43,26713.0,291.51,0.014875000000000001,0.009049,0.097485,2604.116805,82.41313407,-0.002497788787341193,0.0051880545682818635,-0.00748452768511676,-1.8799999999997638e-07,213127.70895767712
2011-08-17,9057.26,26875.0,292.65,0.01485,0.009034,0.097737,2626.681875,81.82328684000001,0.00862782582842847,-0.0071829349763596895,0.003903045217771961,-2.5000000000000714e-07,-62180.44351112161
2011-08-18,8943.76,25750.0,279.58,0.014837499999999998,0.009119,0.096846,2493.7845,81.55814744,-0.05191996901272944,-0.0032456519178234444,-0.045688878694247315,-1.2500000000002093e-07,4394903.271506986
2011-08-19,8719.24,25850.0,274.15,0.014781299999999999,0.009094,0.096639,2498.1181500000002,79.29276856,0.0017362722763429872,-0.028169297810656246,-0.019613075192925322,-5.619999999999931e-07,2782744.9027550253
2011-08-22,8628.13,26100.0,276.37,0.014781299999999999,0.009054,0.096316,2513.8476,78.11908901999999,0.006276779382348607,-0.01491248891194008,0.008065145802527596,0.0,216306.17300468122
2011-08-23,8733.01,25940.0,278.32,0.0148,0.009079,0.09631,2498.2814000000003,79.28699779,-0.006211432326563404,0.014839708252271322,0.00703098319110218,1.8700000000001701e-07,-1131651.2317778799
2011-08-24,8639.61,26297.0,281.58,0.0148,0.009042,0.095876,2521.251172,78.11935362,0.00915221965602786,-0.014836321121735274,0.011645068190694552,0.0,-92046.72496452148
2011-08-25,8772.36,26060.0,278.49,0.0148,0.008993,0.096297,2509.49982,78.88983348,-0.004671816749548974,0.009814534536899622,-0.011034446954430344,0.0,209443.76681863813
2011-08-26,8797.78,26130.0,276.6,0.0148125,0.009059,0.096882,2531.52666,79.69908902,0.008739085292510218,0.010205789300323787,-0.006809732849292871,1.2499999999998623e-07,-468652.0371738656
2011-08-29,8851.35,26990.0,281.26,0.014825,0.008934,0.097846,2640.8635400000003,79.0779609,0.042283418480104196,-0.007823942928680161,0.016707089211443815,1.2500000000000357e-07,-1835985.1900081018
2011-08-30,8953.9,27135.0,283.64,0.014825,0.009026,0.097762,2652.77187,80.8179014,0.004499119854360245,0.021764280278990356,0.00842631999369381,0.0,-1960198.954831262
2011-08-31,8955.2,27440.0,292.93,0.014837499999999998,0.009079,0.099152,2720.73088,81.30426080000001,0.02529546808291183,0.005999930576345847,0.032227844188415844,1.2499999999998623e-07,-3091827.231326795
2011-09-01,9060.8,27690.0,293.96,0.014837499999999998,0.009112,0.100056,2770.5506400000004,82.5620096,0.01814553735203983,0.01535121897770697,0.0035100310364590825,0.0,-1685518.6943762596
2011-09-02,8950.74,27063.0,286.43,0.014825,0.009164,0.099416,2690.4952080000003,82.02458136,-0.02932081858317126,-0.006530667497957943,-0.025949525456580247,-1.2499999999998623e-07,2797332.4140168037
2011-09-05,8784.46,26538.0,274.45,0.014781299999999999,0.009203,0.099434,2638.7794919999997,80.84338537999999,-0.01940877224220472,-0.014505205829872914,-0.04272508320819224,-4.3700000000000684e-07,3953171.5473589343
2011-09-06,8590.57,26170.0,273.33,0.014750000000000001,0.009237,0.099736,2610.09112,79.35109509,-0.010931364019372225,-0.018631521561121467,-0.004089238602021261,-3.1299999999997995e-07,1681515.6681673646
2011-09-07,8763.41,27276.0,281.05,0.014781299999999999,0.009211,0.099536,2714.943936,80.71976951,0.03938617084634277,0.01710127298177966,0.02785273305420688,3.1299999999997995e-07,-3931777.122846247
2011-09-08,8793.12,27480.0,283.39,0.0147938,0.009227,0.099742,2740.91016,81.13411824000002,0.009518736975564934,0.005120045504428461,0.008291451370834757,1.2500000000000357e-07,-1091518.7766012638
2011-09-09,8737.66,26775.0,276.1,0.014775,0.009376,0.10003,2678.30325,81.92430016,-0.023106562075733805,0.009692085981490628,-0.026060921882809396,-1.8799999999999372e-07,1647317.5272709394
2011-09-12,8535.67,26840.0,268.48,0.0147938,0.009539,0.099236,2663.49424,81.42175613,-0.00554459354423642,-0.00615314047963178,-0.02798669565726808,1.8799999999999372e-07,2192803.56784854
2011-09-13,8616.55,26755.0,270.05,0.014781299999999999,0.009506,0.099661,2666.430055,81.9089243,0.0011016348955141808,0.005965439113246873,0.005830703760058675,-1.2500000000000357e-07,-739964.9382681472
2011-09-14,8518.57,27250.0,273.56,0.0147875,0.00953,0.098907,2695.21575,81.1819721,0.010737737115261936,-0.008914746689669961,0.012913849190995919,6.200000000001343e-08,-568261.2984845185
2011-09-15,8668.86,27666.0,278.52,0.0147938,0.009413,0.097227,2689.882182,81.59997918,-0.0019808626737507495,0.005135802777993526,0.017968893844450662,6.299999999999015e-08,-1334496.4901545455
2011-09-16,8864.16,27960.0,281.73,0.014837499999999998,0.009434,0.097708,2731.91568,83.62448544,0.015505683254674274,0.024507358422635406,0.011459295410285897,4.369999999999895e-07,-2645970.156299104
2011-09-20,8721.24,28319.0,279.54,0.0148563,0.009536,0.095066,2692.174054,83.16574463999999,-0.014654011686026536,-0.005500825276583576,-0.007803770427871726,1.8800000000001108e-07,1234924.1965271265
2011-09-21,8741.16,28220.0,275.68,0.0148688,0.009554,0.09224,2603.0128,83.51304264,-0.03367952230686733,0.004167278971387134,-0.013904622277141065,1.2500000000000357e-07,1574473.465096816
2011-09-22,8560.26,27165.0,263.44,0.0148688,0.009728,0.08972,2437.2437999999997,83.27420928000001,-0.06580173272997758,-0.0028639301924471283,-0.045415134711510596,0.0,4749027.35171807
2011-09-26,8374.13,26702.0,269.83,0.0148625,0.009715,0.091843,2452.3917859999997,81.35467295,0.006195976855385865,-0.023320614200406098,0.02396649300065956,-6.299999999999015e-08,-255793.13897310646
2011-09-27,8609.95,27642.0,282.04,0.0148625,0.009564,0.094094,2600.946348,82.3455618,0.058811571274042684,0.012106286270371136,0.04425677378207116,0.0,-5260123.514339559
2011-09-28,8615.65,27200.0,278.31,0.0149,0.009617,0.093845,2552.584,82.85670605,-0.018769179374757528,0.006188121842984451,-0.013313304517549973,3.749999999999934e-07,981851.3035467999
2011-09-29,8701.23,26702.0,283.98,0.0149438,0.009532,0.092917,2481.069734,82.94012436,-0.028416367898531192,0.0010062715533543098,0.020168212812921915,4.380000000000009e-07,-439325.138051795
