Date,Open,High,Low,Close,Adj Close,Volume
2011-04-20,56.14311599731445,57.08249282836914,56.092491149902344,56.75624084472656,33.652130126953125,1480047
2011-04-21,59.591243743896484,59.60249328613281,58.45499038696289,59.03999328613281,35.00621795654297,2341269
2011-04-26,59.09624099731445,59.399993896484375,59.03999328613281,59.34374237060547,35.18631362915039,930037
2011-04-27,59.38874053955078,60.09749221801758,59.28749084472656,59.90624237060547,35.51983642578125,1120694
2011-04-28,60.389991760253906,60.45749282836914,59.399993896484375,59.51249313354492,35.286376953125,994969
2011-04-29,58.904991149902344,59.06249237060547,58.2862434387207,58.994991302490234,35.70855712890625,664408
2011-05-02,59.489990234375,59.86124038696289,59.24249267578125,59.29874038696289,35.892417907714844,502880
2011-05-03,59.174991607666016,59.467491149902344,58.612491607666016,58.69124221801758,35.524696350097656,852815
2011-05-04,58.376243591308594,58.747493743896484,57.768741607666016,57.9487419128418,35.075279235839844,1098224
2011-05-05,57.869991302490234,58.11749267578125,57.17249298095703,57.431243896484375,34.76205062866211,966914
2011-05-06,57.532493591308594,58.376243591308594,56.90249252319336,58.35374069213867,35.32042694091797,864569
2011-05-09,58.10624313354492,58.76999282836914,57.903743743896484,58.54499053955078,35.43618392944336,830344
2011-05-10,58.983741760253906,59.75999069213867,58.75874328613281,59.65874099731445,36.110321044921875,891732
2011-05-11,59.6362419128418,59.928741455078125,58.893741607666016,58.96124267578125,35.68813705444336,821060
2011-05-12,58.49999237060547,58.612491607666016,57.54374313354492,58.049991607666016,35.136573791503906,1203253
2011-05-13,58.342491149902344,58.67999267578125,58.02749252319336,58.2299919128418,35.24551773071289,693428
2011-05-16,57.959991455078125,58.094993591308594,57.3862419128418,57.959991455078125,35.08209228515625,622169
2011-05-17,57.68999099731445,57.869991302490234,56.60999298095703,56.85749053955078,34.414764404296875,929500
2011-05-18,57.28499221801758,57.532493591308594,56.76749038696289,56.98124313354492,34.48966979980469,673941
2011-05-19,57.341243743896484,57.68999099731445,56.85749053955078,57.487491607666016,34.79610061645508,856013
2011-05-20,57.64499282836914,57.903743743896484,56.62124252319336,56.80124282836914,34.38072967529297,1061335
2011-05-23,56.396240234375,56.452491760253906,55.12499237060547,55.24311828613281,33.437618255615234,1520477
2011-05-24,55.50749206542969,55.8956184387207,55.29374313354492,55.563743591308594,33.63168716430664,878052
2011-05-25,55.108116149902344,55.63124465942383,54.82124328613281,55.34999465942383,33.5023078918457,968011
2011-05-26,55.501869201660156,55.91249465942383,55.288116455078125,55.552494049072266,33.6248779296875,974902
2011-05-27,56.114990234375,56.35124206542969,55.181243896484375,55.40624237060547,33.53635787963867,786886
2011-05-30,55.34436798095703,55.65935516357422,55.15874481201172,55.327491760253906,33.48868942260742,261683
2011-05-31,55.799991607666016,56.71124267578125,55.799991607666016,56.42999267578125,34.156009674072266,895274
2011-06-01,56.654991149902344,56.654991149902344,55.38374328613281,55.68186950683594,33.703189849853516,878813
2011-06-02,55.237491607666016,55.34999465942383,54.764991760253906,54.764991760253906,33.14822006225586,530785
2011-06-03,54.74249267578125,55.0518684387207,54.18561935424805,54.584991455078125,33.03927230834961,682685
2011-06-06,54.584991455078125,55.40061950683594,54.517494201660156,55.07436752319336,33.335479736328125,684261
2011-06-07,55.30499267578125,55.389366149902344,54.658119201660156,54.776241302490234,33.155029296875,604186
2011-06-08,54.68061828613281,54.75374221801758,53.80874252319336,54.02811813354492,32.70219802856445,914417
2011-06-09,53.99999237060547,54.686241149902344,53.932491302490234,54.53435516357422,33.00862121582031,1078449
2011-06-10,55.57499313354492,55.57499313354492,53.81999206542969,53.85936737060547,32.600059509277344,1011929
2011-06-13,53.76374435424805,53.89874267578125,53.544368743896484,53.62874221801758,32.460472106933594,531424
2011-06-14,53.814369201660156,54.04499435424805,53.41499328613281,53.831241607666016,32.58303451538086,879962
2011-06-15,53.774993896484375,53.79749298095703,53.18436813354492,53.268741607666016,32.2425651550293,921973
2011-06-16,53.09999465942383,53.11686706542969,52.385616302490234,52.891868591308594,32.01445388793945,1180357
2011-06-17,52.44186782836914,52.981868743896484,52.08185577392578,52.57124328613281,31.82037925720215,1577109
2011-06-20,51.7612419128418,52.267494201660156,51.62060546875,52.06499481201172,31.513957977294922,884632
2011-06-21,51.45749282836914,53.14499282836914,51.45749282836914,53.04374313354492,32.10637664794922,929724
2011-06-22,53.24061965942383,53.43749237060547,52.3799934387207,52.3799934387207,31.704627990722656,821519
2011-06-23,52.036869049072266,52.26186752319336,50.87810516357422,51.108741760253906,30.93515968322754,1045378
2011-06-24,51.74999237060547,51.91874313354492,51.193119049072266,51.44624328613281,31.139442443847656,1043362
2011-06-27,48.03749465942383,48.239994049072266,45.74249267578125,48.1049919128418,29.11704444885254,5895726
2011-06-28,48.34685516357422,48.611244201660156,48.149993896484375,48.26249313354492,29.21237564086914,1877445
2011-06-29,48.4424934387207,49.26374435424805,48.149993896484375,49.05561828613281,29.692441940307617,1301145
2011-06-30,49.314369201660156,49.364994049072266,48.588741302490234,48.93749237060547,29.62093734741211,862532
2011-07-01,48.92624282836914,49.139991760253906,48.380619049072266,49.049991607666016,29.689035415649414,772609
2011-07-04,48.92624282836914,49.11749267578125,48.307491302490234,48.718116760253906,29.4881591796875,1062989
2011-07-05,48.712493896484375,49.049991607666016,48.622493743896484,48.8643684387207,29.576679229736328,1028489
2011-07-06,48.91499328613281,48.96561813354492,48.436866760253906,48.83624267578125,29.55965805053711,837139
2011-07-07,49.049991607666016,49.66874313354492,48.64499282836914,48.93749237060547,29.62093734741211,870512
2011-07-08,49.11186981201172,49.224369049072266,48.37499237060547,48.79124450683594,29.532424926757812,1248961
2011-07-11,48.46499252319336,48.70124435424805,48.04311752319336,48.358116149902344,29.270259857177734,860765
2011-07-12,47.77312088012695,47.868743896484375,47.266868591308594,47.58185577392578,28.80039405822754,1060180
2011-07-13,47.50310516357422,47.778743743896484,47.27811813354492,47.72249221801758,28.885526657104492,723891
2011-07-14,47.47499465942383,47.92499542236328,47.37936782836914,47.67186737060547,28.85488510131836,776175
2011-07-15,47.49187088012695,47.587493896484375,47.10936737060547,47.24999237060547,28.599529266357422,698537
2011-07-18,47.024993896484375,47.48061752319336,46.69874572753906,46.85062026977539,28.35780143737793,672808
2011-07-19,46.985618591308594,47.1824951171875,46.704368591308594,47.00249481201172,28.449726104736328,555809
2011-07-20,47.48061752319336,47.70561981201172,47.126243591308594,47.407493591308594,28.694862365722656,774839
2011-07-21,47.13749313354492,47.626869201660156,46.51874542236328,47.33436965942383,28.650604248046875,1286103
2011-07-22,47.59312057495117,47.59312057495117,46.95749282836914,47.01935577392578,28.459932327270508,912015
2011-07-25,46.72686767578125,47.10936737060547,46.52999496459961,47.024993896484375,28.463346481323242,1029792
2011-07-26,47.204994201660156,47.49187088012695,46.91811752319336,47.15436935424805,28.541648864746094,797194
2011-07-27,47.10374450683594,47.10936737060547,46.6143684387207,46.87874221801758,28.37481689453125,710568
2011-07-28,46.411869049072266,48.50999450683594,46.10249328613281,47.818119049072266,28.94340705871582,1635397
2011-07-29,47.36811828613281,48.17249298095703,47.26124572753906,48.026241302490234,29.069379806518555,774685
2011-08-01,48.498741149902344,48.729366302490234,46.87311935424805,46.87311935424805,28.371414184570312,959001
2011-08-02,46.68749237060547,46.81124496459961,45.4949951171875,45.52312088012695,27.554290771484375,1011831
2011-08-03,45.151859283447266,45.25874328613281,43.49249267578125,43.85249328613281,26.543088912963867,1387440
2011-08-04,44.33624267578125,44.33624267578125,41.08499526977539,41.14686965942383,24.90542221069336,1622393
2011-08-05,40.04999542236328,41.65311813354492,39.926246643066406,40.606868743896484,24.57857322692871,1817613
2011-08-08,39.84186935424805,40.52811813354492,38.531246185302734,38.73374557495117,23.44481086730957,1379001
2011-08-09,38.82374572753906,40.96124267578125,36.80437088012695,40.85999298095703,24.731782913208008,1959083
2011-08-10,41.8331184387207,42.103118896484375,40.05561828613281,40.39311981201172,24.449190139770508,2028170
2011-08-11,41.52936935424805,41.70374298095703,38.306243896484375,40.4324951171875,24.473026275634766,1946111
2011-08-12,40.49436950683594,41.60249328613281,39.712493896484375,41.09061813354492,24.871374130249023,1477785
2011-08-15,41.39435958862305,41.782493591308594,40.88249588012695,41.24811935424805,24.96670150756836,828322
2011-08-16,40.978118896484375,41.07374572753906,39.847496032714844,40.48311996459961,24.503673553466797,1057780
2011-08-17,40.26935958862305,40.92186737060547,39.909358978271484,40.49999237060547,24.513879776000977,1105737
2011-08-18,39.976871490478516,40.42124557495117,38.486244201660156,39.110618591308594,23.67292022705078,1338701
2011-08-19,38.812496185302734,39.239994049072266,37.97999572753906,38.64374542236328,23.390329360961914,1228481
2011-08-22,38.266868591308594,39.22874450683594,37.844993591308594,38.114994049072266,23.07028579711914,856613
2011-08-23,38.52561950683594,38.85749435424805,37.63124465942383,38.114994049072266,23.07028579711914,1172752
2011-08-24,38.4693717956543,39.628108978271484,37.833744049072266,39.14435958862305,23.693342208862305,707663
2011-08-25,39.50999450683594,39.98249435424805,37.43436813354492,37.642494201660156,22.78428840637207,1133882
2011-08-26,37.6199951171875,37.7606201171875,36.089996337890625,37.130619049072266,22.47446060180664,1017336
2011-08-29,37.71561813354492,37.884368896484375,37.231868743896484,37.7662467956543,22.859195709228516,540961
2011-08-30,37.839359283447266,38.075618743896484,36.96749496459961,38.23311996459961,23.141782760620117,961586
2011-08-31,39.656246185302734,46.34999465942383,37.687496185302734,40.89936828613281,24.755613327026367,1379313
2011-09-01,39.611244201660156,40.38749313354492,36.843746185302734,40.094993591308594,24.268747329711914,830023
2011-09-02,39.937496185302734,40.30311965942383,36.461246490478516,40.16811752319336,24.313005447387695,1213473
2011-09-05,39.374996185302734,39.937496185302734,35.814369201660156,36.0674934387207,21.830970764160156,1651838
2011-09-06,36.32624435424805,36.815608978271484,35.13374328613281,35.46561813354492,21.4666690826416,1183201
2011-09-07,36.66374588012695,36.73686981201172,36.02811813354492,36.601871490478516,22.154420852661133,1137136
2011-09-08,36.438743591308594,37.60874557495117,36.02249526977539,39.414371490478516,23.85677719116211,1024273
2011-09-09,36.9224967956543,37.6199951171875,33.67124557495117,36.140621185302734,21.875234603881836,1056057
2011-09-12,35.5049934387207,36.056243896484375,35.20124435424805,35.54999542236328,21.517744064331055,1021267
2011-09-13,36.06187057495117,36.281246185302734,34.75687026977539,35.578121185302734,21.534765243530273,986163
2011-09-14,35.88749313354492,37.445621490478516,34.874996185302734,37.445621490478516,22.665128707885742,961199
2011-09-15,36.843746185302734,37.7549934387207,36.78749465942383,37.49061965942383,22.692365646362305,1069557
2011-09-16,37.406246185302734,37.844993591308594,35.54999542236328,36.2193717956543,21.92290496826172,1285587
2011-09-19,37.06874465942383,37.06874465942383,35.6512451171875,35.769371032714844,21.65052604675293,790192
2011-09-20,35.54999542236328,36.534358978271484,35.5162467956543,36.4893684387207,22.086332321166992,821478
2011-09-21,36.376869201660156,36.438743591308594,35.48249435424805,35.48249435424805,21.476886749267578,826471
2011-09-22,34.76249313354492,34.8074951171875,33.86249542236328,34.00312042236328,20.581453323364258,1814471
2011-09-23,34.28999328613281,34.35749435424805,32.906246185302734,33.87374496459961,20.50313949584961,1042665
2011-09-26,33.21561813354492,35.40937042236328,33.21561813354492,35.105621337890625,21.24877166748047,937851
2011-09-27,36.11249542236328,38.94749450683594,35.83686828613281,38.89686965942383,23.54354476928711,1827298
2011-09-28,38.6043701171875,38.626869201660156,37.462493896484375,38.0362434387207,23.02261734008789,956842
2011-09-29,37.687496185302734,39.009368896484375,37.6143684387207,38.83499526977539,23.506093978881836,630279
2011-09-30,38.784358978271484,38.89686965942383,37.24874496459961,37.49061965942383,22.692365646362305,1013841
2011-10-03,36.4893684387207,37.41749572753906,36.236244201660156,37.01249313354492,22.402971267700195,1280897
2011-10-04,36.3599967956543,36.88874435424805,35.594993591308594,35.96062088012695,21.76628303527832,1801111
2011-10-05,36.54561996459961,37.1981201171875,36.12374496459961,36.96749496459961,22.375728607177734,1135713
2011-10-06,37.45685958862305,38.711246490478516,37.124996185302734,38.660621643066406,23.400543212890625,1065470
2011-10-07,38.677494049072266,38.868743896484375,37.0631217956543,38.55374526977539,23.335851669311523,1034809
2011-10-10,38.78999328613281,39.93186950683594,38.536869049072266,39.59999465942383,23.969133377075195,739684
2011-10-11,39.628108978271484,40.91061782836914,39.4481201171875,40.7137451171875,24.643266677856445,955839
2011-10-12,40.595619201660156,42.1199951171875,40.25811767578125,41.6981201171875,25.23908042907715,1089622
2011-10-13,41.4112434387207,41.70936965942383,39.71812057495117,40.16249465942383,24.309600830078125,1272979
2011-10-14,40.34249496459961,41.74311828613281,40.30311965942383,40.89936828613281,24.755613327026367,870679
2011-10-17,41.35499572753906,42.28874588012695,39.802494049072266,39.8643684387207,24.129150390625,1141709
2011-10-18,39.464996337890625,40.38749313354492,38.992496490478516,39.68436813354492,24.020200729370117,1199716
2011-10-19,39.85874557495117,40.91624450683594,39.1668701171875,39.245609283447266,23.75463104248047,1102577
2011-10-20,38.59312057495117,40.7137451171875,38.306243896484375,39.909358978271484,24.1563777923584,2043101
2011-10-21,40.22999572753906,42.45186996459961,39.712493896484375,41.9737434387207,25.405912399291992,1574751
2011-10-24,42.35624313354492,42.77811813354492,41.24249267578125,42.46311950683594,25.93148422241211,911999
2011-10-25,42.333744049072266,43.36310958862305,41.52936935424805,41.84999465942383,25.55706214904785,1315709
2011-10-26,41.923118591308594,42.74999237060547,41.489994049072266,41.91749572753906,25.598276138305664,715250
2011-10-27,43.19437026977539,44.021244049072266,42.26624298095703,43.91999435424805,26.821170806884766,1126910
2011-10-28,44.34749221801758,44.954994201660156,43.77374267578125,44.39812088012695,27.11315155029297,1064589
2011-10-31,43.91436767578125,44.71874237060547,42.99187088012695,42.99187088012695,26.254383087158203,812608
2011-11-01,42.09749221801758,42.423744201660156,41.028743743896484,41.962493896484375,25.625755310058594,1190852
2011-11-02,42.49686813354492,42.6768684387207,41.61374282836914,42.159358978271484,25.745981216430664,769628
2011-11-03,41.67560958862305,43.87499237060547,41.63624572753906,43.599369049072266,26.625375747680664,773169
2011-11-04,43.880619049072266,44.05499267578125,42.58686828613281,43.00874328613281,26.26468849182129,684508
2011-11-07,42.58124542236328,42.997493743896484,42.02436828613281,42.22124481201172,25.78377342224121,596744
2011-11-08,42.243743896484375,43.59374237060547,42.08624267578125,42.56999588012695,25.996749877929688,660868
2011-11-09,43.003108978271484,43.28999328613281,40.21874237060547,40.24124526977539,24.57462501525879,1558595
2011-11-10,39.431243896484375,40.95561981201172,39.431243896484375,40.4324951171875,24.691415786743164,721911
2011-11-11,40.49999237060547,41.67560958862305,40.20186996459961,41.54624557495117,25.37156867980957,674709
2011-11-14,41.70936965942383,41.84999465942383,40.19624328613281,40.34249496459961,24.636457443237305,513251
2011-11-15,39.993743896484375,40.67999267578125,39.149993896484375,40.03874588012695,24.450958251953125,585396
2011-11-16,39.76874542236328,40.44374465942383,39.40874481201172,39.712493896484375,24.25172233581543,390759
2011-11-17,39.431243896484375,39.63374328613281,38.49187088012695,38.6099967956543,23.578453063964844,720394
2011-11-18,38.31187057495117,38.671871185302734,37.839359283447266,37.8956184387207,23.14219093322754,688787
2011-11-21,37.726871490478516,37.726871490478516,36.20249557495117,36.4893684387207,22.283424377441406,750159
2011-11-22,36.933746337890625,37.653743743896484,36.809993743896484,36.809993743896484,22.479217529296875,846418
2011-11-23,36.39936828613281,37.535621643066406,36.3599967956543,36.78749465942383,22.465476989746094,565632
2011-11-24,37.040618896484375,37.844993591308594,36.50624465942383,36.76499557495117,22.45173454284668,498284
2011-11-25,36.68061828613281,37.24874496459961,36.13499450683594,36.899993896484375,22.5341796875,432792
2011-11-28,37.423118591308594,39.12186813354492,37.3387451171875,39.12186813354492,23.891040802001953,846848
2011-11-29,39.0206184387207,40.471858978271484,38.75624465942383,40.083744049072266,24.478437423706055,865975
2011-11-30,39.836246490478516,42.58124542236328,39.695621490478516,42.20999526977539,25.776905059814453,986955
2011-12-01,42.21561813354492,42.40686798095703,40.274993896484375,40.364994049072266,24.650196075439453,1143822
2011-12-02,40.876869201660156,41.22562026977539,40.184993743896484,40.471858978271484,24.715457916259766,738737
2011-12-05,41.017494201660156,41.24249267578125,40.364994049072266,40.82061767578125,24.928434371948242,428352
2011-12-06,40.28062057495117,41.14124298095703,40.20186996459961,40.786869049072266,24.907825469970703,585848
2011-12-07,41.5518684387207,41.75999450683594,39.35249328613281,39.63936996459961,24.207073211669922,846344
2011-12-08,40.05561828613281,40.10062026977539,38.941871643066406,39.1724967956543,23.921960830688477,733031
2011-12-09,38.75624465942383,40.314369201660156,38.531246185302734,40.07249450683594,24.47157096862793,853190
2011-12-12,40.0106201171875,40.0106201171875,38.919368743896484,38.964359283447266,23.794845581054688,748971
2011-12-13,38.80686950683594,39.71812057495117,38.80686950683594,39.043121337890625,23.84294891357422,531084
2011-12-14,38.92499542236328,39.251243591308594,38.008121490478516,38.0474967956543,23.234943389892578,667542
2011-12-15,38.199371337890625,38.587493896484375,37.558109283447266,37.9012451171875,23.145626068115234,877120
2011-12-16,37.97999572753906,38.441246032714844,37.79999542236328,38.216243743896484,23.337989807128906,933993
2011-12-19,37.73249435424805,38.812496185302734,37.73249435424805,38.120609283447266,23.27958869934082,603162
2011-12-20,38.114994049072266,39.88124465942383,37.839359283447266,39.82499313354492,24.32042694091797,545792
2011-12-21,40.15686798095703,40.61249542236328,39.40311813354492,39.526859283447266,24.138364791870117,471055
2011-12-22,39.712493896484375,40.54499435424805,39.712493896484375,40.40999221801758,24.677677154541016,435018
2011-12-23,40.78124237060547,40.94999313354492,40.17937088012695,40.39874267578125,24.670806884765625,196188
2011-12-27,40.30874252319336,40.95561981201172,40.30874252319336,40.798118591308594,24.91469955444336,133312
2011-12-28,40.67999267578125,41.34374237060547,40.466243743896484,40.747493743896484,24.8837833404541,262774
2011-12-29,40.88249588012695,41.450618743896484,40.7081184387207,41.450618743896484,25.313169479370117,306659
2011-12-30,41.67560958862305,42.103118896484375,41.32686996459961,42.02999496459961,25.66698455810547,249904
2012-01-02,42.103118896484375,42.60936737060547,41.962493896484375,42.434993743896484,25.914310455322266,277247
2012-01-03,42.58686828613281,43.31249237060547,42.22124481201172,43.11561965942383,26.329954147338867,441203
2012-01-04,42.907493591308594,43.509368896484375,42.65999221801758,42.65999221801758,26.051712036132812,628495
2012-01-05,42.74999237060547,42.901859283447266,42.13124465942383,42.620609283447266,26.027660369873047,431410
2012-01-06,42.59249496459961,42.97499465942383,42.38999557495117,42.80060958862305,26.137575149536133,374594
2012-01-09,42.78374481201172,43.318119049072266,42.69374465942383,42.88499450683594,26.189115524291992,549914
2012-01-10,43.63874435424805,44.09436798095703,43.1043701171875,43.89749526977539,26.807437896728516,539063
2012-01-11,43.06499481201172,43.44749450683594,41.48436737060547,42.32249450683594,25.84560775756836,1191209
2012-01-12,42.54749298095703,43.57686996459961,42.49124526977539,42.8231201171875,26.15132713317871,814857
2012-01-13,43.19999313354492,43.846858978271484,42.42937088012695,43.846858978271484,26.776508331298828,815871
2012-01-16,43.39686965942383,43.90874481201172,42.65436935424805,42.95249557495117,26.23033905029297,605589
2012-01-17,43.31249237060547,43.59374237060547,42.74999237060547,43.02561950683594,26.274988174438477,751999
2012-01-18,42.96936798095703,43.228118896484375,42.58124542236328,43.17186737060547,26.36431121826172,588807
2012-01-19,43.31249237060547,44.62311935424805,43.138118743896484,44.61749267578125,27.247121810913086,1058151
2012-01-20,44.47686767578125,45.618743896484375,43.931243896484375,45.618743896484375,27.85856819152832,1040928
2012-01-23,45.55686950683594,45.759368896484375,44.98874282836914,45.58499526977539,27.83795928955078,536600
2012-01-24,45.64686965942383,45.78749465942383,44.75249481201172,45.534358978271484,27.80703353881836,594645
2012-01-25,45.61310958862305,45.92249298095703,45.08999252319336,45.286869049072266,27.655899047851562,575574
2012-01-26,45.64686965942383,46.48499298095703,45.44999313354492,46.48499298095703,28.387569427490234,826620
2012-01-27,46.25999450683594,46.48499298095703,45.618743896484375,45.7762451171875,27.95475196838379,678446
