Date,Open,High,Low,Close,Adj Close,Volume
2011-04-20,53.53477096557617,55.46359634399414,53.53477096557617,55.46359634399414,39.16729736328125,3263029
2011-04-21,56.241031646728516,56.2803955078125,55.49311828613281,55.72930145263672,39.35493850708008,2209082
2011-04-26,55.66041564941406,56.211509704589844,55.394710540771484,56.211509704589844,39.695465087890625,1947139
2011-04-27,56.339439392089844,56.782283782958984,56.11309814453125,56.62482833862305,39.987342834472656,2840495
2011-04-28,57.12671661376953,57.982879638671875,56.65435028076172,57.77621841430664,40.80043029785156,20927287
2011-04-29,58.061607360839844,58.40604019165039,57.599082946777344,58.40604019165039,41.24519729614258,19012329
2011-05-02,57.86478805541992,58.21906280517578,57.2054443359375,57.2054443359375,41.444820404052734,3235193
2011-05-03,57.0775146484375,57.61876678466797,56.93973922729492,57.61876678466797,41.7442741394043,2851769
2011-05-04,56.782283782958984,57.94351577758789,56.319759368896484,56.47721481323242,40.91722869873047,4032507
2011-05-05,56.85116958618164,57.09719467163086,55.965484619140625,57.057830810546875,41.33787536621094,3078061
2011-05-06,57.23496627807617,58.49460983276367,56.762603759765625,58.041927337646484,42.05084991455078,3425629
2011-05-09,58.11081314086914,58.1796989440918,56.595306396484375,56.811805725097656,41.15963363647461,3675428
2011-05-10,57.0775146484375,57.982879638671875,56.841331481933594,57.540035247802734,41.687232971191406,2260504
2011-05-11,57.874629974365234,58.28794860839844,57.58924102783203,57.72701644897461,41.822696685791016,2826126
2011-05-12,57.333377838134766,57.38258361816406,56.428009033203125,56.969261169433594,41.273712158203125,2986107
2011-05-13,57.303855895996094,58.071449279785156,57.04798889160156,57.28417205810547,41.501861572265625,2460655
2011-05-16,57.057830810546875,58.041927337646484,56.75276184082031,57.47114944458008,41.637325286865234,2654815
2011-05-17,57.29401397705078,57.303855895996094,55.98516845703125,56.09341812133789,40.63916778564453,2944333
2011-05-18,56.82164764404297,57.06767272949219,56.26071548461914,57.01846694946289,41.309364318847656,2473761
2011-05-19,57.91399383544922,58.01240158081055,56.762603759765625,56.890533447265625,41.2166748046875,2573056
2011-05-20,57.06767272949219,57.333377838134766,55.5324821472168,56.054054260253906,40.610660552978516,12499490
2011-05-23,55.15852737426758,55.51280212402344,54.77473068237305,54.92234420776367,39.790740966796875,2470075
2011-05-24,55.24709701538086,55.916282653808594,55.040435791015625,55.315982818603516,40.075927734375,2082601
2011-05-25,54.37125015258789,55.207733154296875,54.17443084716797,54.86330032348633,39.747962951660156,3684736
2011-05-26,54.469661712646484,54.61727523803711,53.35763168334961,53.839839935302734,39.006473541259766,4195111
2011-05-27,54.37125015258789,54.77473068237305,53.869361877441406,54.390933990478516,39.405738830566406,2331804
2011-05-30,54.61727523803711,55.46359634399414,54.53854751586914,54.932186126708984,39.79786682128906,1341622
2011-05-31,55.69977951049805,56.536258697509766,55.57184600830078,56.044212341308594,40.60352325439453,3358655
2011-06-01,56.29023742675781,56.319759368896484,55.5324821472168,55.69977951049805,40.35398864746094,2514686
