,VaR,ES,Loss,Date
0,0.0,0.0,0.0,0.0
1,3.1598929137364165,3.5363892192121464,-0.4276482636512929,2011-03-31
2,3.160718341191502,3.537481864797287,-0.4607080749540836,2011-04-01
3,3.161127123014891,3.5379710468715353,-0.2108750339924974,2011-04-04
4,3.1615365525777928,3.5383621433527432,0.2160669939821497,2011-04-05
5,3.1610983822170162,3.538062271370679,-0.185214416670113,2011-04-06
6,3.160954740726539,3.537910161448549,0.159490114659846,2011-04-07
7,3.1603575923220593,3.5372362340185295,-0.7364677141721764,2011-04-08
8,3.1625661490487422,3.539477260764413,0.7850649490021784,2011-04-11
9,3.156835919704839,3.533025960864426,1.8114444558433,2011-04-12
10,3.156895020165662,3.533233437141709,-0.8560566725592887,2011-04-13
11,3.1627505516206575,3.539570389954038,0.1587883980838417,2011-04-14
12,3.159408408684615,3.535916437651195,1.2058524866229263,2011-04-18
13,3.1574707459327547,3.5340470953303322,0.0912606554491125,2011-04-19
14,3.1519643045722683,3.5277919899642303,-2.3497744757583963,2011-04-20
15,3.153809384681964,3.529591644915208,-0.6363544243007062,2011-04-21
16,3.155245726364997,3.531070417439327,-0.1092918469432218,2011-04-26
17,3.154533787865801,3.530326907152047,-0.8949968095487736,2011-04-27
18,3.1547860073848524,3.530608681358011,-0.2504639615763614,2011-04-28
19,3.1554636793624176,3.5313155570016193,-0.4456467062116379,2011-05-02
20,3.1354113130425283,3.508246688965749,3.5348289292029644,2011-05-06
21,3.1318183705993397,3.505009389427702,-0.8017158362621531,2011-05-09
22,3.1352260984381575,3.5086220368225307,-1.1460261142169934,2011-05-10
23,3.137385775526147,3.510718434462505,1.1951497542132268,2011-05-11
24,3.135245604519539,3.508534908020496,0.249439702557567,2011-05-12
25,3.1329424054449913,3.5059429686261043,0.928392825224834,2011-05-13
26,3.1293935708494898,3.5020898577323245,1.5650103539593347,2011-05-16
27,3.1282521065354665,3.5009421732099137,0.2320941165272796,2011-05-17
28,3.1304670535259773,3.503296277498555,-1.4162997518999818,2011-05-18
29,3.136453737451862,3.5097102099011575,0.0378534634021746,2011-05-19
30,3.153446554932465,3.528714028451791,0.3500003073466298,2011-05-20
31,3.18010387556627,3.558587673849503,1.9957898720867988,2011-05-23
32,3.1774009360445707,3.5558880041653516,-0.197318620263128,2011-05-24
33,3.180152034651308,3.55929608289905,-0.7040172609889835,2011-05-25
34,3.191032195770986,3.5722503826641945,-0.8125200937197365,2011-05-26
35,3.19225288962434,3.573743923555591,-0.3959538496468009,2011-05-27
36,3.190640547012931,3.571861726280645,-1.5455199622103364,2011-05-31
37,3.2102839479747924,3.5935722310760245,1.6700725798794622,2011-06-01
38,3.208441637331311,3.591892530174523,0.5222636677591523,2011-06-02
39,3.207228291461703,3.5907322496636933,0.8321381440525337,2011-06-03
40,3.2123835147577426,3.596403131856386,1.2219128429530055,2011-06-06
41,3.211689145851524,3.5960698620220852,-0.3567821546185474,2011-06-07
42,3.2122994430850227,3.5969359967179253,0.5093941337723877,2011-06-08
43,3.2118725254222937,3.596499559999894,-0.5346003736077566,2011-06-09
44,3.209676320808457,3.59390945083735,1.2213042108047754,2011-06-10
45,3.2093349663994117,3.593625033639567,0.4078253288593357,2011-06-13
46,3.2072756091970605,3.5915099362275438,-1.43127647283287,2011-06-14
47,3.2055217831816654,3.589590847087031,1.7462136636054069,2011-06-15
48,3.201863696452327,3.585734393010307,0.8086577066494776,2011-06-16
49,3.2075966611459146,3.592152643225102,0.357427607765896,2011-06-17
50,3.219745492744967,3.6056942283489124,-0.0052590556416477,2011-06-20
51,3.217570921150027,3.6034269662620453,-1.7259073902064928,2011-06-21
52,3.227751651602833,3.6145202241393184,-0.0704111743970299,2011-06-22
53,3.2273911705478495,3.614061078652523,0.7125788642582158,2011-06-23
54,3.2307877025670986,3.618522581375469,0.7081087232243276,2011-06-24
55,3.2298591224124436,3.6176217165820255,-0.3740985190911889,2011-06-27
56,3.229431254687682,3.61734806361335,-1.488597285789516,2011-06-28
57,3.232994811744779,3.621629504771061,-1.4416263703877377,2011-06-29
